Ottawa-based media co.   		3 letters,"CBC.    	'CBC' stands for Canadian Broadcasting Corporation, Canada's national public radio and television broadcaster. In terms of financing and structure, CBC is akin to the BBC in Britain. But as commercial advertising is permitted, it perhaps more akin to RTE, the national broadcasting company in my homeland of Ireland."
It's down in the mouth.   		5 letters,"UVULA.    	The uvula is that conical fleshy projection hanging down at the back of the soft palate. The uvula plays an important role in human speech, particularly in the making of ""guttural"" sounds. The Latin word for ""grape"" is ""uva"", so ""uvula"" is a ""little grape""."
Café au ___.   		4 letters,LAIT.    	'Café au lait' (coffee with milk) is usually strong drip coffee to which one adds steamed milk. At least that's the way we tend to make in this country.
Foreign pronoun that sounds like a fish.   		3 letters,"ILS.    	""Ils"" is the French for ""they"", if not referring to feminine nouns (when 'they' translates as 'elles')."
Ibis relative.   		5 letters,"STORK.    	In German and Dutch society, storks resting on the roof of a house were considered a sign of good luck. This tradition led to nursery stories that babies were brought to families by storks."
"Entertainers at many 49-Downs, for short.   		3 letters","DJS.    	The world's first radio disk jockey was one Ray Newby of Stockton, California who made his debut broadcast in 1909, would you believe? When he was 16 years old and a student, Newby started to play his records on a primitive radio located in the Herrold College of Engineering and Wireless in San Jose. The records played back then were mostly recordings of Enrico Caruso."
Number after sieben.   		4 letters,"ACHT.    	When counting in German, acht (eight) comes after sieben (seven)."
Popular sans-serif font.   		5 letters,"ARIAL.    	Serifs are details on the ends of characters in some typefaces. Typefaces without serifs are known as sans-serif, using the French word ""sans"" meaning ""without"" and 'serif' from the Dutch 'schreef' meaning 'line'. Some people say that serif fonts are easier to read on paper, whereas sans-serif fonts work better on a computer screen. I'm not so sure though ..."
Wall St.   		3 letters,"ARB.    	""Arb"" is short for an arbitrageur, one who profits from the purchase of securities in one market and the subsequent sale in another, hence taking advantage of price discrepancies across markets."
"""Venerable"" scholar of old England.   		4 letters","BEDE.    	The Venerable Bede was a monk in the north of England in the first century AD. Saint Bede is mainly known as an author and scholar, publisher of ""The Ecclesiastical History of the English People""."
