A_P,"ALP.    	The Finsteraarhorn is the highest of the Alps that lies outside of the main chain, actually in the Bernese Alps in Switzerland. The Finsteraarhorn is the ninth highest peak in the whole of the Alps."
E_SE,"ERSE.    	There are actually three Erse tongues: Irish, Manx (spoken on the Isle of Man) and Scottish Gaelic. In their own languages, these would be Gaeilge (in Ireland), Gaelg (on the Isle of Man) and Gaidhlig (in Scotland)."
_THAN,"ETHAN.    	Ethan Hawke is a Hollywood actor who made his breakthrough in a supporting role in ""Dead Poet's Society"", playing opposite Robin Williams. Hawke was married to Uma Thurman, with whom he has two children."
A_ON,"ANON.    	Anon' originally meant 'at once', and evolved into today's meaning of 'soon', apparently just because the word was misused over time."
_DAM,"ADAM.    	According to the Book of Genesis, Adam and Eve lived in a garden ""in"" Eden, with Eden being geographically located by reference to four rivers including the Tigris and the Euphrates. Some scholars hypothesize that Eden was located in Mesopotamia, which encompasses much of modern-day Iraq."
_ED,"RED.    	The game of Scrabble has been produced in many international versions, and each of these editions has its own tile distribution to suit the local language. For example, in English we have two tiles worth ten points: one 'Q' and one 'Z'. If you play the game in French then there are five tiles worth ten points: one 'K', one 'W', one 'X', one 'Y' and one 'Z'."
_ER,MER.    	The sea (mer) is off the coast of France (la côte de la France).
S_O,"SNO.    	Sno-Caps are a brand of candy usually only available in movie theaters. Sno-caps have been around since the 1920s, would you believe?"
_TES,"ETES.    	Etes, the French for ""summers""."
ETHA_,"ETHAN.    	The actor Ethan Suplee is best-known for playing the title characters bumbling brother on the sitcom 'My Name Is Earl'. Suplee recently slimmed down, achieving a total weight loss of over 200 pounds. Good for you, Ethan ..."
RO_,"RON.    	Ron Silver has a long career playing relatively small roles on the big screen and television, with roles in well known films like ""Mr. Saturday Night"", ""Ali"", and ""Garbo Talks"". Notably, Silver was the president of Actors' Equity from 1991 to 2000."
IT_,"ITT.    	In the television sitcom ""The Addams Family"", the family had a frequent visitor, Cousin Itt. Itt is a short man, with long hair that runs from his head to the floor. Itt was played by Italian actor Felix Silla."
_RNIE,"ERNIE.    	First baseman Ernie Banks was known as 'Mr. Cub', and played his entire 19-year professional career with Chicago Cubs."
NB_,"NBA.    	The Golden State Warriors is our local NBA franchise out here in the San Francisco Bay Area and is based in Oakland, California. The team was founded in 1946 as the Philadelphia Warriors, becoming the San Francisco Warriors when they moved to City by the Bay in 1962. They changed named again (to Golden State) when they relocated to Oakland in 1971. The statewide name reflected the fact that the team played some of their 1971-72 season games in San Diego, and as such were 'California's' team."
