Echolocation device.   		5 letters,"SONAR.    	The British developed the first underwater detection system that used sound waves. Research was driven by defence demands during WWI, leading to production of working units in 1922. This new sound detection system was described as using ""supersonics"", but for the purpose of secrecy the term was dropped in favor of an acronym. The work was done under the auspices of the Royal Navy's Anti-Submarine Division, so ASD was combined with the IC from ""superson-ic-s"" to create the name ASDIC. The navy even went as far as renaming the quartz material at the heart of the technology ""ASDivite"". By the time WWII came along, the Americans were producing their own systems and coined the term SONAR, playing off the related application, RADAR. And so the name ASDIC was deep-sixed ..."
Balance.   		4 letters,REST.    	The balance is the rest that's left.
Nickname for baseball manager Terry Francona.   		4 letters,"TITO.    	Major League Baseball (MLB) manager Terry Francona is often referred to by the nickname 'Tito'. Terry father is Tito Francona, who was an MLB outfielder from 1956 to 1970."
Seward Peninsula city.   		4 letters,"NOME.    	Nome, Alaska has over 3,500 residents, the majority of whom are Native American. The next largest ethnic group in Nome is the white population. The origin of the name 'Nome' isn't well understood, it seems. One theory is that was a misunderstanding of the local Inupiaq word for the phrase 'Where at?'"
Real-estate listing abbr.   		3 letters,RMS.    	Room (rm.)
Actor LaBeouf.   		4 letters,SHIA.    	Shia LaBeouf is an actor who started out in the Disney television series 'Even Stevens'. Adult audiences might be more familiar with his leading role in the 2003 film 'Holes'.
"I, to Wilhelm I.   		3 letters","ICH.    	""Ich"" is the German for ""I"", as in ""Ich bin ein Berliner"" (I am a Berliner), the famous words of support uttered by President John F. Kennedy in 1963 in a speech in West Berlin. The supposed translation of ""Ich bin ein Berliner"" as ""I am a jelly doughnut"" ... that's just an urban legend. President Kennedy's use of German was perfectly correct."
Photocopier need.   		5 letters,"TONER.    	The key features of a laser printer (or copier) are that it uses plain paper and produces quality text at high speed. Laser printers work by projecting a laser image of the printed page onto a rotating drum that is coated with photoconductors (material that becomes conductive when exposed to light). The areas of the drum exposed to the laser carry a different charge than the unexposed areas. Dry ink (called toner) sticks to the unexposed areas due to electrostatic charge. The toner is then transferred to paper by contact and is fused into the paper by the application of heat. So, that explains why paper coming out of a laser printer is warm, and sometimes powdery ..."
Central Sicilian province.   		4 letters,"ENNA.    	The city of Enna sits very high up in the hills of Sicily, overlooking the whole island below. Enna is the capital of the province that bears its name, which is the highest province in the whole of Italy."
"""Which came first?"" choice.   		3 letters",EGG.    	I say it was the chicken ...
Classic shooter.   		5 letters,"LEICA.    	Leica is a German optics company, famous for production of lenses and cameras. The 1913 Leica was the first practical camera that could use 35mm film, a size chosen because it was already the standard for film used in motion pictures."
Cawdor title.   		5 letters,"THANE.    	According to William Shakespeare's play ""Macbeth"", Macbeth was hailed by one of the famous witches as ""Thane of Cawdor"". Thane was a hereditary title for a tenant of the crown in Scotland, and Cawdor is a village and parish in the Highlands of Scotland."
New Testament book.   		4 letters,ACTS.    	The Acts of the Apostles is the fifth book of the New Testament.
Madre de Jesús.   		5 letters,"MARIA.    	In Spanish, the mother of Jesus (Madre de Jesús) is Mary (Maria)."
"Star-studded show, with ""the"".   		6 letters","OSCARS.    	The Academy of Motion Picture Arts and Sciences (AMPAS) is the organization that gives the annual Academy Awards also known as the ""Oscars"". The root of the name ""Oscar"" is hotly debated, but what is agreed is that the award was officially named ""Oscar"" in 1939. The first Academy Awards were presented at a brunch in 1929 with an audience of just 29 people. The Awards ceremony is a slightly bigger event these days ..."
"""___ Fideles"".   		6 letters","ADESTE.    	The lovely hymn ""Adeste Fideles"" was written by one John Francis Wade in the the 13th century. Well, he wrote the original four verses, with four more verses being added over time."
