U_I,"URI.    	Uri Geller's most famous performance is perhaps his uncomfortable failure on ""The Tonight Show"" with Johnny Carson in 1973. Carson ""hi-jacked"" Geller on live television by providing him with spoons to bend and watches to start, none of which had been available to Geller before the show aired. Clever!"
UR_,URL.    	Internet addresses (like NYTCrossword.com and LAXCrossword.com) are more correctly called Uniform Resource Locators (URLs).
ULN_,ULNA.    	The humerus is the long bone in the upper arm. The bones in the forearm are the radius and ulna.
O_EO,"OLEO.    	Imperial is a brand of margarine from Unilever. Famously, the marketing folks ran TV ads in which anyone eating Imperial margarine had a crown appear on his or her head out of thin air."
R_S,"RES.    	In the digital world, resolution of a display, television, image etc. is defined by the number of pixels that can be displayed in a standard area (say a square inch). The emphasis today is on producing larger area displays/televisions, i.e increasing the number of pixels simply by increasing the size of the screen. In the past couple of decades the emphasis was on adding more pixels within the same screen size to increase resolution. This would just be wasted effort these days as further increases in resolution cannot be perceived by the eye. Now that TVs are capable of displaying such high resolutions, broadcasters are responding by producing a video signal of higher resolution that they call high-definition television, HDTV."
TE_,"TET.    	The full name for the New Year holiday in Vietnam is Tet Nguyen Dan, meaning ""Feast of the First Morning"". Tet usually falls on the same day as Chinese New Year."
_EA,"SEA.    	Triton was a Greek god, the messenger of the sea. He was usually depicted as 'merman', with the body of a man and the tail of a fish. Triton carried a trident, like his father Poseidon, and a twisted conch shell that he used as trumpet. By blowing in the conch shell he could calm or raise the waves."
O_HU,"OAHU.    	The Descendants' is a 2011 film starring George Clooney that is an adaptation of the novel of the same name by Kaui Hart Hemmings. I haven't seen this one, but I hear good things ..."
R_E,"ROE.    	Though the English court system does not use the term today, John Doe first appeared as the ""name of a person unknown"" in England in 1659, along with another unknown, Richard Roe. Joe Blow is just a variant of John Doe, and Jane Doe is an unknown female."
_ES,DES.    	'Des' is the French for 'of the' or 'of'.
AL_N,"ALAN.    	Alan Turing was an English mathematician. He was deservedly well-respected for his code-breaking work during WWII at Bletchley Park in England. However, despite his contributions to cracking the German Enigma code and other crucial work, Turing was prosecuted for homosexuality in 1952. He agreed to chemical castration, treatment with female hormones, and two years later he committed suicide by taking cyanide."
I_O,"IPO.    	An Initial Public Offering (IPO) is the very first offer of stock for sale by a company on the open market. In other words it marks the first time that a company is traded on a public exchange. Companies have a IPO to raise capital to expand (usually). Anyone owning stock in the company prior to the IPO can find that after the IPO that stock is now worth something on the market (as opposed to just on paper), and can become quite wealthy overnight."
_EN,"YEN.    	The Korean Won, the Chinese Yuan, and the Japanese Yen (all of which are Asian currencies) take their names from the Chinese written character that represents ""round shape""."
RE_O,"RENO.    	Reno, Nevada was named in honor of Major General Jesse Lee Reno, a Union officer killed in the Civil War. The city has a famous ""Reno Arch"", a structure that stands over the main street. The arch was erected in 1926 to promote an exposition planned for the following year. After the expo, the city council decided to keep the arch and held a competition to decide what wording should be displayed, and the winner was ""The Biggest Little City in the World""."
EN_D,"ENID.    	""Idylls of the King"" is a cycle of twelve poems by Alfred, Lord Tennyson that retells the tale of King Arthur. One of the ""idylls"" is the story of Geraint and Enid. Tennyson's Enid gave her name to the city of Enid, Oklahoma."
E_T,EST.    	Eastern Standard Time (EST)
S_L,"SOL.    	Do, re, me, fa, sol ..."
DE_,DES.    	France's main botanical garden is the Jardin des Plantes in Paris.
O_R,O'ER.    	And the star-spangled banner in triumph shall wave
_MAR,OMAR.    	Omar Infante is a professional baseball player from Venezuela who plays with the Detroit Tigers.
_GA,"AGA.    	An aga, or agha, is a title that was used by both civil and military officials in the Ottoman Empire."
E_T,EST.    	An estimate is a ballpark figure.
U_NA,ULNA.    	The top six longest bones in the human body are:
