Idyllic places.   		5 letters,"EDENS.    	According to the Book of Genesis, Adam and Eve lived in a garden ""in"" Eden, with Eden being geographically located by reference to four rivers including the Tigris and the Euphrates. Some scholars hypothesize that Eden was located in Mesopotamia, which encompasses much of modern-day Iraq."
"R&B singer with the hit ""It's All About Me"".   		3 letters","MYA.    	Mya is an R&B singer-songwriter. I don't know her music, but I did see her get to the runner-up position on the ninth series of ""Dancing with the Stars"", beaten out of first place by Donny Osmond (don't ask!)."
"Even, in Évreux.   		4 letters",EGAL.    	Évreux is in the north of France.
*Element in the cleanser 20 Mule Team.   		5 letters,"BORON.    	20 Mule Team Borax is a brand of cleaner made the Dial Corporation. The brand name comes from the 20-mule teams that were used to transport the mineral form of borax out of the desert in Death Valley, California."
___ and 38-Down.   		4 letters,MEAT.    	38. 52-Across and ___ : POTATOES
Part of a lane arrangement.   		7 letters,"ONE-PIN.    	Bowling has been around for an awfully long time. The oldest known reference to the game is in Egypt, where pins and balls were found in an ancient tomb that is over 5,000 years old. The first form of the game to come to America was nine-pin bowling, which had been very popular in Europe for centuries. In 1841 in Connecticut, nine-pin bowling was banned due to its association with gambling. Supposedly, an additional pin was added to get around the ban, and ten-pin bowling was born."
Hoops Hall-of-Famer Thomas.   		5 letters,"ISIAH.    	Isiah Thomas played his whole professional basketball-playing career with the Detroit Pistons, and he is now the head coach with Florida International University's Golden Panthers. When you're out shopping for popcorn, keep an eye out for the Dale &Thomas brand, as it's co-owned by Isiah Thomas."
Cars with floor-mounted ignitions.   		5 letters,"SAABS.    	In 1969, in a measure designed to reduced serious knee injuries in collisions, Saab moved the ignition switch from behind the steering wheel onto the floor near the gearstick."
G.M.   		6 letters,"ONSTAR.    	The OnStar system started back in 1995, a joint venture between GM, EDS and Hughes. The product itself was launched in 1996. Today it is only available on GM cars, although it used to be available on other makes of car through a licensing agreement. OnStar is a subscription service that packages vehicle security, telephone, satellite navigation and remote diagnostics. You've seen the ads, I am sure."
Former Virginia senator Chuck.   		4 letters,"ROBB.    	Chuck Robb is a former Governor of Virginia and former US Senator. Robb is married to Lynda Bird Johnson Robb, the daughter of former President Lyndon B. Johnson."
Marx without much to say.   		5 letters,"HARPO.    	Harpo Marx was the second oldest of the Marx brothers. Harpo's real name was Adolph, and he earned his nickname because he played the harp. Famously he didn't speak on screen, a routine he developed after reading a review that he performed really well when he just didn't speak!"
Madame Chanel.   		4 letters,"COCO.    	Coco Chanel was a French designer. Perhaps because I am a man, clothes design is not my forte, however, if I had to pick a designer whose clothes I really liked, it would be Chanel. She had a way of creating simpler designs that looked so elegant on a woman."
Tincture of ___.   		6 letters,IODINE.    	Tincture of iodine is a disinfectant. A 'tincture' is a substance used in dyeing. Since the 1600s 'tincture' has also been used for a solution of medicine in an alcohol mixture.
Andalusian aunts.   		4 letters,"TIAS.    	Tia is the Spanish word for aunt (with ""tio"" meaning ""uncle""). Andalusia (Andalucia in Spanish) is one of the seventeen autonomous communities in the Kingdom of Spain, and is the most southerly. The capital of Andalusia is the old city of Seville. The name Andalusia comes from its Arabic name, Al-Andalus, reflecting the region's history as the center of Muslim power in Iberia during medieval times."
When a right turn may be allowed.   		6 letters,"ON RED.    	If you're sitting behind a car that doesn't make a right on red, it may just be a rental car driven by someone from Europe. Speaking as someone who learned to drive over there, I must admit I held up a few people at red lights when I first visited this country. That's because in Europe we aren't allowed to make any move past a red light, unless there is an accompanying green arrow. So, if you're driving over there, take care ..."
N.L.   		5 letters,"PHILS.    	Philadelphia's baseball team was founded in 1883 as the Quakers, with the name changing to the Philadelphias and Phillies not long into the team's history. The Phillies have been based in the same city using the same team name longer than any other team in US professional sports."
