RUM_A,"RUMBA.    	The rumba is a Cuban dance, with influences brought by African slaves and Spanish colonists. The name 'rumba' comes from 'rumbo', the Spanish word for 'party, spree'."
RO_A,ROTA.    	There is a rota of nine courses that are used for the British Open Golf Championship each year. Those courses are:
ZO_A,"ZOLA.    	The most famous work of French writer Émile Zola is his 1898 open letter ""J'Accuse!"" written to then French president Félix Faure. The letter was published on the front page of a leading Paris newspaper, and accused the government of anti-Semitism in its handling of the trial of Captain Alfred Dreyfus. Dreyfus was a Jewish military officer in the French army, falsely accused and convicted of spying for Germany. Even after the error was discovered, the government refused to back down and let Dreyfus rot away on Devil's Island rather than admit to the mistake. It wasn't until 1906, 12 years after the wrongful conviction, that Dreyfus was freed and reinstated, largely due to the advocacy of Emile Zola."
SLA_,"SLAP.    	In Latin, the word for midwife is 'obstetrix'. 'Obstetrix' translates more literally as 'one who stands opposite' i.e. the one opposite the woman giving birth. The Latin term gives rise to our modern word 'obstetrics' used for the branch of medical science concerned with childbirth."
YACH_,"YACHT.    	The US has had several presidential yachts over the years the most recent being the USS Sequoia that was used by presidents from Herbert Hoover to Jimmy Carter. The Sequoia was retrofitted with an elevator for President Franklin D. Roosevelt, but President Lyndon Johnson had that removed, and replaced with a bar!"
DALE_,"DALEY.    	Richard J. Daley was the Mayor of Chicago for 21 years (1955-1976), making him the longest-serving mayor for the city in history. His son, Richard M. Daley was mayor until relatively recently, and was the city's second-longest serving mayor."
DER_K,"DEREK.    	Bo Derek's most famous role was in the comedy film from 1979 titled '10', in which she starred opposite Dudley Moore."
ISA_K,"ISAAK.    	Chris Isaak is not only a rock musician, but also has had a lot of acting parts. Isaak had small roles in movies like ""Married to the Mob"" and ""The Silence of the Lambs"", but I remember him as astronaut Ed White in the fabulous HBO miniseries ""From the Earth to the Moon""."
NU_T,NUIT.    	'Nuit' is French for 'night'.
BI_I,BIBI.    	Benjamin 'Bibi' Netanyahu has been the Prime Minister of Israel since 2009. Netanyahu is the only leader of the country who had actually been born in the state of Israel.
_ELT,PELT.    	The 'pelt' is the skin of a furry animal.
