"Forename meaning ""born again"".   		5 letters","RENEE.    	'René' and 'Renée' are French for the adjective 'reborn', when applied to masculine and feminine nouns respectively."
"Mother of Gobo and Faline, in children's lit.   		3 letters","ENA.    	Ena is Bambi's aunt in the 1942 Disney film 'Bambi'. The movie is based on the novel ""Bambi, A Life in the Woods"" written by Austrian author Felix Salten and first published in 1923."
Bearded beast.   		3 letters,"GNU.    	A gnu is also known as a wildebeest, the antelope native to Africa. Wildebeest is actually the Dutch word for ""wild beast""."
"Sandwich that's usually toasted, for short.   		3 letters","BLT.    	The BLT (bacon, lettuce and tomato) is the second-most popular sandwich in the US, after the plain old ham sandwich."
"""Much ___ About Nothing"".   		3 letters","ADO.    	""Much Ado About Nothing"" is a favorite of mine, a play of course by William Shakespeare. It is a comedic tale of two pairs of lovers with lots of mistaken identities and double meanings. I once saw it performed in the fabulous Globe Theatre in London ... by an all-female cast!"
Item extending over a gunwale.   		3 letters,"OAR.    	The 'gunwale' is the top edge of the side of a boat. Back in the days of sailing warships, that top edge was called the 'gun ridge', with the strengthening applied to the structure being called the 'wale'."
"""Nothing runs like a ___"" (ad slogan).   		5 letters","DEERE.    	John Deere invented the first commercially successful steel plow in 1837. Prior to Deere's invention, farmers used an iron or wooden plow that constantly had to be cleaned as rich soil stuck to its surfaces. The cast-steel plow was revolutionary as its smooth sides solved the problem of ""stickiness""."
W.W.   		3 letters,"OSS.    	The Office of Strategic Services was formed during WWII in order to carry out espionage behind enemy lines. Within a few years of the end of the war the OSS functions were taken up by a new group, the Central Intelligence Agency, chartered by the National Security Act of 1947."
Card game that can go on and on.   		3 letters,"WAR.    	War is a card game, mainly played by young children."
Screen abbr..   		3 letters,LCD.    	Liquid crystal display (LCD)
Q-Tip specialty.   		3 letters,"RAP.    	Q-Tip is the stage name of rapper Kamaal Ibn John Fareed from Queens, New York. That's about all I know ..."
Santa ___ (California racetrack).   		5 letters,"ANITA.    	Santa Anita Park is a racetrack for horses located in Arcadia, California. The most famous races on the track's calendar are the Santa Anita Derby and the Santa Anita Handicap."
"""Horrors!,"" in texts.   		3 letters",OMG.    	OMG is text-speak for Oh My Gosh! Oh My Goodness! or any other G words you might think of ...
Founder of one of the 12 tribes of Israel.   		4 letters,"LEVI.    	In the Torah, the Israelites are traced back to Jacob, the grandson of Abraham. Jacob had twelve sons, six with each of his concurrent wives Leah and Rachel. The sons became the ancestors of the Twelve Tribes of Israel. The sons were:"
Loch ___ monster.   		4 letters,"NESS.    	The Loch Ness monster has been talked about for centuries, but modern interest started in 1933 when a spate of sightings that year were reported. They don't seem to have stopped since, with photographs really sparking the imagination."
"""The Bells"" poet.   		3 letters","POE.    	Edgar Allan Poe lived a life of many firsts. Poe is considered to be the inventor of the detective-fiction genre. He was also the first notable American author to make his living through his writing, something that didn't really go too well for him as he was always financially strapped. In 1849 he was found on the streets of Baltimore, delirious from either drugs or alcohol. Poe died a few days later in hospital at 39 years of age."
Many a school benefactor.   		4 letters,"ALUM.    	An ""alumnus"" (plural ... alumni) is a graduate or former student of a school or college. The female form is ""alumna"" (plural ... alumnae). The term comes into English from Latin, in which alumnus means foster-son or pupil. 'Alum' is an informal term used for either an alumna or an alumnus."
Health care company in the Fortune 100.   		5 letters,"AETNA.    	When the health care management and insurance company known as Aetna was founded, the name was chosen to evoke images of Mt. Etna, the European volcano."
Common cocktail component.   		3 letters,"RYE.    	For whiskey to be labelled as 'rye' in the US, it has to be distilled from at least 51% rye grain. In Canada however, a drink called rye whiskey sometimes contains no rye at all."
In a frenzy.   		4 letters,"AMOK.    	The phrase ""to run amok"" (sometimes 'to run amuck') has been around since the 1670s and is derived from the Malay word for ""attacking furiously"", ""amuk"". The word ""amok"" was also used as a noun to describe Malay natives who were ""frenzied"". Given Malaya's troubled history, the natives probably had good reason for that frenzy ..."
___ acid.   		5 letters,"AMINO.    	Amino acids are essential to life in many ways, not least of which is their use as the building blocks of proteins."
"""Hamilton"" actress ___ Elise Goldsberry.   		5 letters",RENEE.    	Renée Elise Goldsberry is an actress and singer who is best known to me for playing the attorney Geneva Pine on the TV show 'The Good Wife'. Goldsberry also originated the role of Angelica Schuyler Church in the hit Broadway musical 'Hamilton'.
Noted exile of 1979.   		4 letters,"SHAH.    	The last Shah of Iran was Mohammed-Reza Shah Pahlavi, as he was overthrown in the revolution led by the Ayatollah Khomeini in 1979. The post-revolution government sought the extradition of the Shah back to Iran while he was in the United States seeking medical care (he had cancer). His prolonged stay in the United States, recovering from surgery, caused some unrest back in Iran and resentment towards the United States. Some say that this resentment precipitated the storming of the US Embassy in Tehran and the resulting hostage crisis."
___ kwon do.   		3 letters,"TAE.    	Taekwondo is the national sport of Korea. ""Tae"" means ""to strike or break with foot""; ""kwon"" means ""to strike or break with fist""; ""do"" means ""way"" or ""art"". Along with judo, taekwondo is one of only two martial arts included in the Olympic Games."
"""Game of Thrones"" airer.   		3 letters","HBO.    	HBO's 'Game of Thrones' is a fantasy television drama that was adapted from a series of novels by George R. R. Martin called 'A Song of Ice and Fire'. 'Game of Thrones' is actually made in and around Belfast, Northern Ireland."
"Highlander's ""not"".   		3 letters",NAE.    	The Scottish Highlands are that part of the country that is not classified as the Lowlands. The Highlands make up the north and west of Scotland.
Bar mitzvah party staple.   		4 letters,"HORA.    	The hora is circle dance that originated in the Balkans. It was brought to Israel by Romanian settlers, and is often performed to traditional Israeli folk songs. The hora (also horah) is a regular sight at Jewish weddings."
"Françoise, to François, maybe.   		4 letters","AMIE.    	A male friend in France is ""un ami"", and a female friend is ""une amie""."
Score after deuce.   		5 letters,"AD IN.    	In tennis, if the score reaches ""deuce"" (i.e. when both players have scored three points), then the first player to win two points in a row wins the game. The player who wins the point immediately after deuce is said to have the ""advantage"". If the player with the advantage wins the next point then that's two in a row and that player wins the game. If the person with the advantage loses the next point, then advantage is lost and the players return to deuce and try again. If the one of the players is calling out the score then if he/she has the advantage then that player announces ""ad in"" or more formally ""advantage in"". If the score announcer's opponent has the advantage, then the announcement is ""ad out"" or ""advantage out"". Follow all of that ...?"
Decorative kit.   		4 letters,"ETUI.    	An etui is an ornamental case used to hold small items, in particular sewing needles. We imported both the case design and the word ""etui"", from France. The French also have a modern usage of ""etui"" ... a case for carrying CDs."
Grp.   		3 letters,FDA.    	The Food and Drug Administration was in effect created by the Food and Drug Act signed into law by President Theodore Roosevelt in 1906.
Maine university town.   		5 letters,"ORONO.    	The town of Orono is home to the University of Maine, founded in 1862. The college is actually located on an island (Marsh island) lying between the Penobscot and Stillwater rivers. The town of Orono is named after Joseph Orono, a chief of the Penobscot Nation."
Dander.   		3 letters,"IRE.    	The phrases ""to get one's Irish up"" and ""to get one's dander up"" mean to get riled up, to get angry. I guess we are always picking on the poor Irish!"
Dundee denial.   		3 letters,"NAE.    	The city of Dundee lies on the north bank of the Firth of Tay in Scotland. The origins of the name ""Dundee"" are a little obscure, although the omnipresent ""dùn"" in place names all over Scotland and Ireland is the Celtic word for ""fort""."
"Forthwith, on a memo.   		4 letters",ASAP.    	As soon as possible (ASAP)
Pac-12 team.   		4 letters,"UTES.    	The Runnin' Utes are the basketball team of the University of Utah. The team was given the nickname the Runnin' Redskins back when Jack Gardner was the head coach from 1953 to 1971. The ""Runnin'"" part of the name was chosen because Gardner was famous for playing quick offenses. The ""Redskins"" name was later dropped in favor of the less controversial ""Utes""."
Disney aunt.   		3 letters,"ENA.    	Ena is Bambi's aunt in the 1942 Disney film 'Bambi'. The movie is based on the novel 'Bambi, A Life in the Woods' written by Austrian author Felix Salten and first published in 1923. There is a documented phenomenon known as the Bambi Effect, whereby people become more interested in animal rights after having watched the scene where Bambi's mother is shot by hunters."
Hectically.   		4 letters,"AMOK.    	The phrase ""to run amok"" (sometimes 'to run amuck') has been around since the 1670s and is derived from the Malay word for ""attacking furiously"", ""amuk"". The word ""amok"" was also used as a noun to describe Malay natives who were ""frenzied"". Given Malaya's troubled history, the natives probably had good reason for that frenzy ..."
Tempe sch.   		3 letters,"ASU.    	Arizona State University (ASU) has a long history, founded as the Tempe Normal School for the Arizona Territory in 1885. The athletic teams of ASU used to be known as the Normals, then the Bulldogs, and since 1946 they've been called the Sun Devils."
Craters of the Moon National Monument locale.   		5 letters,"IDAHO.    	Craters of the Moon National Monument in Central Idaho is a beautiful spot. The park includes three extensive lava fields that really do give one the impression that one is looking at craters on the moon. The term 'Craters of the Moon' was coined in 1923 during a campaign to get the National Park Service to protect the area. Apollo astronauts actually trained in the park, learning to seek out and collect rock specimens just as they would be doing on the actual moon."
Works of Keats.   		4 letters,"ODES.    	The English poet John Keats died in Rome in 1821, and is buried there in the Protestant Cemetery. His last wish was that his grave be marked with a tombstone bearing just the words '""Here lies One whose Name was writ in Water"", and no name nor a date. Keats' friends honored his request to some extent, as the words were included on the stone and no name is given. The full epitaph reads:"
Audi alternative.   		4 letters,"OPEL.    	Adam Opel actually founded his company in 1863, first making sewing machines in a cowshed, would you believe. Commercial success brought new premises and a new product line in 1886, penny-farthing bicycles. Adam Opel dies in 1895, leaving his two sons with a company that made more penny-farthings, and sewing machines, than any other company in the world. In 1899 the two sons partnered with a locksmith, and started to make cars (as the clue states), but not very successfully. Two years later, the locksmith was dropped in favor of a licencing arrangement with a French car company. By 1914, Opel was the largest manufacturer of automobiles. My Dad had an Opel in the seventies, a station wagon (we'd say ""estate car"") called an Opel Kadett."
Oui's opposite.   		3 letters,"NON.    	Oui et non, yes and no in French."
"___ Biao, Mao Zedong confederate.   		3 letters",LIN.    	Lin Biao was a military leader in the Chinese Communist Party who distinguished himself in the Chinese Civil War that led to the founding of the Republic of China (Taiwan) and the People's Republic of China (mainland China).
German electrical pioneer.   		3 letters,"OHM.    	The unit of electrical resistance is the ohm (with the symbol omega) named after German physicist Georg Simon Ohm. Ohm was the guy who established experimentally that the amount of current flowing through a circuit is directly proportional to the voltage applied, (V=IR) a relationship that every school kid knows as Ohm's Law."
Right away.   		4 letters,"STAT.    	The exact etymology of ""stat"", a term meaning ""immediately"" in the medical profession, seems to have been lost in the mists of time. It probably comes from the Latin ""statim"" meaning ""to a standstill, immediately"". A blog reader has helpfully suggested that the term may also come from the world of laboratory analysis, where the acronym STAT stands for ""short turnaround time""."
"___ Park, Colo.   		5 letters","ESTES.    	Estes Park is a town in a beautiful part of the US, in northern Colorado. Estes Park is home to the headquarters of Rocky Mountain National Park. My fire-fighting brother-in-law was based at that park, so I've visited and can attest that it is a gorgeous place to live. He lives in Omaha now. The geography in Omaha is a little different ..."
Ball-bearing article.   		3 letters,"TEE.    	A tee is used in a number of sports, to hold up a ball. Golfers use little wooden tees to elevate the ball before ""teeing off""."
Middle ___.   		4 letters,"EAST.    	In geographical terms there are three 'easts'. The Near East and Middle East are terms that are often considered synonymous, although 'Near East' tends to be used when discussing ancient history and 'Middle East' when referring to the present day. The Near/Middle East encompasses most of Western Asia and Egypt. The term 'Far East' describes East Asia (including the Russian Far East), Southeast Asia and South Asia."
South Korea's Roh ___ Woo.   		3 letters,"TAE.    	Roh Tae Woo was the President of South Korea from 1988 to 1993. Although Roh had a military pedigree and basically forced his way into office, his rule is noted for advancing the cause of democracy in the country. However, after his term was up, Roh was convicted of treason, mutiny and corruption and was sentenced to 22&#189; years in jail. He was later pardoned by President Kim Young-sam."
Gym shirt.   		3 letters,"TEE.    	Our word 'gymnasium' comes from the Greek 'gymnasion' meaning 'public place where exercise is taken'. The Greek term comes from 'gymnos' meaning ""naked"", as that physical training was usually done unclothed."
"Sitcom character whose dancing is described as ""a full-body dry heave"".   		6 letters","ELAINE.    	The character called Elaine Benes, unlike the other lead characters (Jerry, Kramer and George), did not appear in the pilot episode of ""Seinfeld"". NBC executives specified the addition of a female lead when they picked up the show citing that the situation was too ""male-centric""."
Sun Devils' sch.   		3 letters,"ASU.    	Arizona State University has a long history, founded as the Tempe Normal School for the Arizona Territory in 1885."
Series finale?.   		3 letters,"ETC.    	Et alii (et al.) is the equivalent of et cetera (etc.), with et cetera being used in place of a list of objects, and et alii used for a list of names."
___ mater.   		4 letters,"ALMA.    	The literal translation for the Latin term ""alma mater"" is ""nourishing mother"". 'Alma mater' was used in Ancient Rome to refer to mother goddesses, and in Medieval Christianity the term was used to refer to the Virgin Mary. Nowadays, one's alma mater is the school one attended, either high school or college, usually one's last place of education."
Onetime wrestling great ___ the Giant.   		5 letters,"ANDRE.    	André the Giant was a professional wrestler from France, whose real name was André René Roussimoff. He suffered from gigantism, over-production of growth hormone, reaching the height of 6 feet 3 inches by the time he was 12-years-old. But, he used his size to develop a very successful career in the ring."
"""Now!"".   		4 letters",ASAP.    	As Soon As Possible.
___ Bo (exercise system).   		3 letters,"TAE.    	Tae Bo isn't an ancient martial art, but was developed as a form of aerobic exercise in the 1990s. It was introduced by taekwondo expert Billy Blanks who gave it the name tae bo, a melding of taekwondo and boxing."
Rock's ___ Soundsystem.   		3 letters,LCD.    	LCD Soundsystem is a rock band from New York City that was founded in 2001.
Proton's place.   		4 letters,"ATOM.    	The proton is a subatomic particle, with at least one found in the nucleus of every atom. A proton is not a 'fundamental particle' though, as it itself is made up of three quarks; to up quarks and one down quark."
Genesis mariner.   		4 letters,"NOAH.    	Genesis 6:19-20 states that Noah was instructed to take two animals of every kind into the ark. Later, in Genesis 7:2-3, Noah was instructed to take on board ""every clean animal by sevens ... male and female, to keep offspring alive on the face of all the earth"". Apparently ""extras"" (7 rather than 2) were needed for ritual sacrifice."
The end.   		5 letters,"OMEGA.    	Omega is the last letter of the Greek alphabet and is the one that looks like a horseshoe. The word ""omega"" literally means ""great O"" (O-mega). Compare this with the Greek letter Omicron meaning ""little O"" (O-micron)."
It's been banned in the U.S.   		3 letters,"DDT.    	DDT is DicholoroDiphenylTricholoroethane (don't forget now!). It was used with great success to control disease-carrying insects during WWII, and when made available for use after the war it became by far the most popular pesticide. And then Rachel Carson published her famous book ""Silent Spring"", suggesting there was a link between DDT and diminishing populations of certain wildlife. It was the public outcry sparked by the book and reports of links between DDT and cancer, that led to the ban on the use of DDT in 1972. That ban is touted as the main reason that the bald eagle was rescued from near extinction."
Penny ___.   		4 letters,"ANTE.    	Penny Ante poker is a game in which bets are limited to a penny, or some other small, friendly sum. The expression 'penny-ante' has come to describe any business transaction that is on a small scale."
J.D.   		3 letters,ATT.    	The law degree abbreviated to J.D. stands for Juris Doctor.
Kind of acid.   		5 letters,"AMINO.    	Amino acids are essential to life in many ways, not least of which is their use as the building blocks of proteins."
See 44-Down.   		4 letters,TROY.    	
Fed.   		3 letters,"UAE.    	The United Arab Emirates (UAE) is a federation of seven emirates (states) in the Middle East. Included in the seven are Abu Dhabi and Dubai, with the city of Abu Dhabi being the UAE capital and cultural center."
"Kylo ___, Adam Driver's role in ""Star Wars"".   		3 letters",REN.    	Adam Driver is an actor best known for playing Adam Sackler on the TV show 'Girls' that airs on HBO. Driver's career got a huge boost in 2015 when he played villain Kylo Ren in 'Star Wars: The Force Awakens'.
Company named for a volcano.   		5 letters,"AETNA.    	When the health care management and insurance company known as Aetna was founded, the name was chosen to evoke images of Mt. Etna, the European volcano."
"Watts of ""21 Grams"".   		5 letters",NAOMI.    	Naomi Watts was born in the UK and moved to Australia when she was 14 years of age. It was in Australia that she got her break in television and movies. Probably her most acclaimed role was in the 2003 film '21 Grams' with Sean Penn and Benicio del Toro. Watts is best friends with fellow Australian actress Nicole Kidman.
Part of P.T.A.: Abbr..   		4 letters,ASSN.    	Parent-teacher association.
Where Indiana Jones reunites with Marion.   		5 letters,NEPAL.    	Marion Ravenwood (played by Karen Allen) is the old flame of Indiana Jones' (played by Harrison Ford) in the series of movies.
"""Everyone's private driver"" sloganeer.   		4 letters","UBER.    	Uber is a ridesharing service that was founded in 2009 and is based in San Francisco. The service is somewhat controversial and has been described as an illegal taxicab operation. Central to Uber's service is the company's mobile app, which can use the client's GPS location to help find the nearest available ride. Uber's main competitor is Lyft. Personally, I love the service and have only had good experiences ..."
"The Browns, on sports tickers.   		3 letters","CLE.    	The Cleveland Browns football team was a charter member of the All-American Football Conference, formed in 1946. Cleveland is the only NFL city that has never hosted, and has never sent a team to the Super Bowl."
Girl in a Beatles title.   		4 letters,"RITA.    	""Lovely Rita"" is a Beatles song on the ""Sgt. Pepper's Lonely Hearts Club Band"" album. When the album was released in 1967, the term ""meter maid"" wasn't used in the UK, although it was a slang term used in the US. The song helped spread the usage of ""meter maid"" all around the English-speaking world. Apparently the inspiration for the song was McCartney getting a parking ticket one day outside the Abbey Road recording studios. He accepted the ticket with good grace, from a warden named Meta Davis. McCartney felt that Meta ""looked like a Rita"", so that was the name she was given in the song."
Somewhat.   		5 letters,"A TAD.    	Back in the 1800s ""tad"" was used to describe a young child, and this morphed into our usage of ""small amount"" in the early 1900s. The original use of ""tad"" for a child is very likely a shortened version of ""tadpole""."
Chop-chop.   		4 letters,"ASAP.    	""Chop chop"" is Chinese Pidgin English, and is just a reiteration of the word ""chop"" used in the sense of moving quickly."
Run ___ (go wild).   		4 letters,"AMOK.    	The phrase ""to run amok"" (sometimes 'to run amuck') has been around since the 1670s and is derived from the Malay word for ""attacking furiously"", ""amuk"". The word ""amok"" was also used as a noun to describe Malay natives who were ""frenzied"". Given Malaya's troubled history, the natives probably had good reason for that frenzy ..."
$200 Monopoly properties: Abbr..   		3 letters,"RRS.    	The commercial game of Monopoly is supposedly a remake of ""The Landlord's Game"" created in 1903 by a Quaker woman called Lizzie Phillips who used it as a tool to explain the single tax theory of American economist Henry George. The Landlord's Game was first produced commercially in 1924. The incredibly successful derivative game called Monopoly was introduced in 1933 by Charles Darrow, making him a very rich man when Parker Brothers bought the rights to the game just two years later in 1935."
Old Italian bread.   		4 letters,"LIRA.    	The word 'lira' is used in a number of countries for currency. 'Lira' comes from the Latin for 'pound' and is derived from a British pound sterling, the value of a Troy pound of silver. For example, the lira (plural 'lire') was the official currency of Italy before the country changed over to the euro in 2002."
They might give each French kisses.   		4 letters,"AMIS.    	""Amis"", the French for ""friends""."
A penny is a small one.   		4 letters,"ANTE.    	Penny Ante poker is a game in which bets are limited to a penny, or some other small, friendly sum. The expression 'penny-ante' has come to describe any business transaction that is on a small scale."
"Paramedic's ""pronto"".   		4 letters","STAT.    	The exact etymology of ""stat"", a term meaning ""immediately"" in the medical profession, seems to have been lost in the mists of time. It probably comes from the Latin ""statim"" meaning ""to a standstill, immediately"". A blog reader has helpfully suggested that the term may also come from the world of laboratory analysis, where the acronym STAT stands for ""short turn-around time""."
Big ___ Conference.   		4 letters,"EAST.    	The BIG EAST collegiate athletic conference was founded in 1979. The conference went through a major realignment between 2010 and 2013 with 14 schools departing, and 15 schools joining the lineup."
Caucus locale.   		4 letters,IOWA.    	The Iowa caucuses have been the first major electoral event in the nominating process for President since 1972.
G.M.   		4 letters,"OPEL.    	Adam Opel founded his company in 1863, first making sewing machines in a cowshed. Commercial success brought new premises and a new product line in 1886, namely penny-farthing bicycles. Adam Opel died in 1895, leaving his two sons with a company that made more penny-farthings and sewing machines than any other company in the world. In 1899 the two sons partnered with a locksmith and started to make cars, but not very successfully. Two years later, the locksmith was dropped in favor of a licencing arrangement with a French car company. By 1914, Opel was the largest manufacturer of automobiles in Germany. My Dad had an Opel in the seventies, a station wagon (we'd say ""estate car"") called an Opel Kadett."
Ephesus' region.   		5 letters,"IONIA.    	The ancient region of Ionia was located in present day Turkey. Ionia was prominent in the days of Ancient Greece although it wasn't a unified state, but rather a collection of tribes. The tribal confederacy was more based on religious and cultural similarities rather than a political or military alliance. Nowadays we often refer to this arrangement as the Ionian League."
French girlfriend.   		4 letters,"AMIE.    	A male friend in France is ""un ami"", and a female friend is ""une amie""."
"The ""A"" of N.B.A.: Abbr..   		4 letters",ASSN.    	National Basketball Association (NBA)
___ butter (moisturizer).   		4 letters,SHEA.    	Shea butter' is a common moisturizer or lotion used as a cosmetic. It is a fat that is extracted from the nut of the African shea tree. There is evidence that shea butter was used back in Cleopatra's Egypt.
"TV channel with the slogan ""Very Funny"".   		3 letters","TBS.    	Turner Broadcasting System (TBS) adopted the slogan 'Very Funny' in 2004. The slogan is meant to contrast TBS with its sister channel TNT, which focuses on drama shows. The TNT slogan is 'Drama, Period'."
Bireme or trireme tool.   		3 letters,"OAR.    	Triremes were galleys used in the Mediterranean by a number of cultures, including the Ancient Greeks and Romans. The trireme was so called because there were three rows of oars on each side of the vessel. The term 'trireme' comes from the Latin 'tres remi' meaning 'three-oar'. There was also a less ambitious version of the trireme that had only two banks of oars, and that was known as a bireme."
