Works at the Guggenheim.   		4 letters,"OILS.    	The Guggenheim art museum on Fifth Avenue in New York opened in 1939 as the Museum of Non-Objective Painting. The museum was funded by the Solomon R. Guggenheim Foundation that had been set up by the American businessman and philanthropist for whom the foundation was named. When Guggenheim died in 1952, the New York museum was renamed to the Solomon R. Guggenheim Museum. I've only visited the museum once in my life, and I love the building (designed by architect Frank Lloyd Wright). The works that I saw there ... not so much ..."
Energy qtys.   		4 letters,"BTUS.    	In the world of heating, ventilation and air conditioning (HVAC), the power of a heating or cooling unit can be measured in British Thermal Units (BTUs). This dated unit is the amount of energy required to heat a pound of water so that the water's temperature increases by one degree Fahrenheit."
Souvenir of a Russian trip.   		5 letters,"RUBLE.    	The ruble (also 'rouble') is the unit of currency in Russia, as well as several other countries of the former Soviet Union. One ruble is divided into one hundred kopecks (also 'kopeks')."
Author Seton.   		4 letters,"ANYA.    	Anya Seton was the pen name of Ann Seton, an author of historical romances from New York City. Seton's 1944 novel 'Dragonwyck' was released into theaters in 1946 and starred Gene Tierney and Walter Huston."
Cool red giant.   		6 letters,"S STAR.    	Stars are usually classified based on the color of the light that they emit. These classifications are, from hottest to coolest, O, B, A, F, G, K and M. One way to remember the order of these letters is to use the mnemonic 'Oh, be a fine girl, kiss me'. The colors of these stars range from blue (class O) to red (class M). Our sun is class G, a yellow star, but I think we all know that ..."
Storied assassin.   		5 letters,"NINJA.    	The ninjas were around in Japan at the time of the samurai, but were a very different type of warrior. The ninjas were covert operatives, specializing in the use of stealth to accomplish their missions. As they were a secretive cadre they took on a mystical reputation with the public, who believed they had the ability to become invisible or perhaps walk on water."
TV foreign correspondent Richard.   		5 letters,"ENGEL.    	Richard Engel is a television journalist, the chief foreign correspondent for NBC News."
"""The Waste Land"" poet.   		8 letters","TS ELIOT.    	Eliot wrote his poem called 'The Waste Land' in 1922. 'The Waste Land' opens with the famous line, 'April is the cruellest month ...'."
1937 Shirley Temple title role.   		5 letters,"HEIDI.    	Heidi' is a Swiss children's book written by Johanna Spyri and published in two parts. The first is 'Heidi's years of learning and travel', and the second 'Heidi makes use of what she has learned'. The books tell the story of a young girl in the care of her grandfather in the Swiss Alps. The most famous film adaptation of the story is the 1937 movie of the same name starring Shirley Temple in the title role."
Org.   		3 letters,ACC.    	Atlantic Coast Conference (ACC)
