STY_,"STYX.    	The River Styx in Greek mythology was the river that formed the boundary between the Earth and the Underworld (also called Hades). The souls of the newly dead had to cross the River Styx in a ferryboat piloted by Charon. Traditionally, a coin would be placed in the mouths of the dead ""to pay the ferryman""."
AE_OP,"AESOP.    	Aesop lived in Ancient Greece, probably around the sixth century BC. Supposedly Aesop was born a slave, somehow became a free man, but then met with a sorry end. He was sent to the city of Delphi on a diplomatic mission but instead insulted the Delphians. Aesop was tried on a trumped-up charge of stealing from a temple, sentenced to death and was thrown off a cliff."
SEG_,"SEGA.    	Sega is a Japanese video game company headquartered in Tokyo. Sega actually started out 1940 in the US as Standard Games and was located in Honolulu, Hawaii. The owners moved the operation to Tokyo in 1951 and renamed the company to Service Games. The name 'Sega' is a combination of the first two letters of the words 'Se-rvice' and 'Ga-mes'."
ECOL_,"E COLI.    	Escherichia coli (E. coli) are usually harmless bacteria found in the human gut, working away quite happily. However, there are some strains that can produce lethal toxins. These strains can make their way into the food chain from animal fecal matter that comes into contact with food designated for human consumption."
AP_,APO.    	Army Post Office (APO)
_MEE,"SMEE.    	In J. M. Barrie's play and novel about Peter Pan, Smee is one of Captain Hook's pirates and his right-hand man. He is described by Barrie as being ""Irish"" and ""a man who stabbed without offence"". Nice guy!"
DDA_,"D-DAY.    	The most famous D-Day in history was June 6, 1944, the date of the Normandy landings in WWII. The term ""D-Day"" is used by the military to designate the day on which a combat operations are to be launched, especially when the actual date has yet to be determined. What D stands for seems to have been lost in the mists of time although the tradition is that D just stands for ""Day"". In fact, the French have a similar term, ""Jour J"" (Day J), with a similar meaning. We also use H-Hour to denote the hour the attack is to commence."
EL_,ELM.    	West Elm is an upscale furniture store that is owned by Williams-Sonoma. The chain was founded in 2002.
ON_,"ONT.    	The Canadian province of Ontario takes its name from the Great Lake. In turn, Lake Ontario's name is thought to be derived from ""Ontari:io"", a Huron word meaning ""great lake"". Ontario is home to the nation's capital of Ottawa as well as Toronto, Canada's most populous city (and capital of the province)."
EM_,EMS.    	The are four letters M (em) in the song title 'Mamma Mia'.
ARG_,"ARGO.    	Argo' is a 2012 movie that is based on the true story of the rescue of six diplomats hiding out during the 1979 Iran hostage crisis. The film was directed by and stars Ben Affleck and is produced by Grant Heslov and George Clooney, the same pair who produced the excellent 'Good Night, and Good Luck'. I saw 'Argo' and recommend it, although I found the scenes of religious fervor pretty frightening ..."
E_PN,ESPN.    	The Scripps National Spelling Bee is sponsored and managed by the E. W. Scripps Company. ESPN has been televising the latter rounds of the National Spelling Bee since 2006.
STA_,"STAR.    	When you look up at the night sky, the brightest star you can see is Sirius. Sirius appears so bright to us because it is relatively close to the Earth. Sirius is commonly known as the ""Dog Star"" because it can be seen in the constellation Canis Major, the ""Big Dog""."
M_L,"MEL.    	Mel Brooks' real name is Melvin Kaminsky. He is quite the entertainer, isn't he? He is one of very few entertainers (there are only ten) who has won the ""Showbiz Award Grand Slam"" i.e. an Oscar, Tony, Grammy and Emmy. He is in good company, as the list also includes the likes of Richard Rogers, Sir John Geilgud, Marvin Hamlisch and Audrey Hepburn."
AE_,"AER.    	Aer Lingus is my favorite airline! Well, the service isn't that great, but when I get on board an Aer Lingus plane I feel like I am back in Ireland. Aer Lingus is the national airline of Ireland, with Aer Lingus being a phonetic spelling of the Irish ""aer-loingeas"" meaning ""air fleet"". These days Aer Lingus can only lay claim to the title of Ireland's oldest airline as it is no longer the biggest. That honor goes to the controversial budget airline, Ryan Air."
NEA_,"NEAP.    	Tides are caused by the gravitational pull of the moon on the oceans. At neap tide, the smaller gravitational effect of the sun cancels out some of the moon's effect. At spring tide, the sun and the moon's gravitational forces act in concert causing more extreme movement of the oceans."
_EX,"REX.    	The Tyrannosaurus rex (usually written T. rex) was a spectacular looking dinosaur. ""Tyrannosaurus"" comes from the Greek words ""tyrannos"" (tyrant) and ""sauros"" (lizard), and the ""rex"" is of course Latin for ""king"". They were big boys, measuring 42 feet long and 13 feet tall at the hips, and weighing 7.5 tons."
O_T,"ONT.    	The Canadian province of Ontario takes its name from the Great Lake. In turn, Lake Ontario's name is thought to be derived from 'Ontari:io', a Huron word meaning 'great lake'. Ontario is home to the nation's capital of Ottawa as well as Toronto, Canada's most populous city (and the capital of the province)."
UP_,"UPI.    	Founded in 1958, United Press International (UPI) was one of the biggest news agencies in the world, sending out news by wire to the major newspapers. UPI ran into trouble with the change in media formats at the end of the twentieth century and lost many of its clients as the afternoon newspapers shut down due to the advent of television news. UPI, which once employed thousands, still exists today but with just a handful of employees."
OE_,"OED.    	The ""Oxford English Dictionary"" contains over 300,000 ""main"" entries, and 59 million words in total. It is said it would take a single person 120 years to type it out in full. The longest entry for a single word is that for ""put""."
_AAB,"SAAB.    	SAAB stands for Svenska Aeroplan AB, which translates into English as Swedish Aeroplane Limited. SAAB was, and still is, mainly an aircraft manufacturer. If you take small hops in Europe you might find yourself on a SAAB passenger plane. The SAAB automobile division was acquired by General Motors in the year 2000, who then sold it to a Dutch concern in 2010. However, SAAB (automotive) finally went bankrupt in 2011."
A_AI,"ALAI.    	Even though jai alai is often said to be the fastest sport in the world because of the speed of the ball, in fact golf balls usually get going at a greater clip. Although, as a lind blog reader once pointed out to me, you don't have to catch a golf ball ..."
I_I,"IDI.    	Idi Amin received most of his military training in the British armed forces, eventually achieving the highest rank possible for a Black African in the British Colonial Army in 1959, that of Warrant Officer. On his return to Uganda Amin joined his country's military and quickly rose to the rank of Deputy Commander of the Army. During that time he was quite the athlete. He was a noted rugby player and swimmer, and for nine years held the Ugandan national light-heavyweight boxing title. By the early seventies, Amin was commander of all the armed forces of Uganda and in 1971 seized power in a military coup, displacing the country's president Milton Obote. There followed seven years of brutal rule by Amin during which it is estimated that between 100,000 and 500,000 people were murdered. Amin was ousted from power in 1979 after a war with Tanzania, and fled to Libya where he stayed for a year. He then moved to Saudi Arabia, where he was financially supported by the Saudi Royal Family for the remainder of his life. Amin died in 2003."
AM_,"AMO.    	In Italian, ""one who is in love"" (un innamorato) might say ""I love you"" (ti amo)."
E_E,"EVE.    	As Cain was the first murderer according the Bible, he is associated with evil or trouble. The idiom ""raise Cain"" is the equivalent to ""raise Hell"" and ""raise the Devil"". In all cases the meaning is to bring back evil, to cause trouble."
_PI,"UPI.    	United Press International was one of the biggest news agencies in the world, sending out news by wire to the major newspapers. UPI ran into trouble with the change in media formats at the end of the twentieth century and lost many of its clients as the afternoon newspapers shut down due to the advent of television news. UPI, which once employed thousands of people, still exists but with only a handful of employees."
A_E,"APE.    	Most animals don't have that all important 'opposable thumb' that allows us to work so efficiently with our hands. The characteristic of opposable thumbs is shared by humans, apes, Old World monkeys as well as a few other species."
A_PO,"ALPO.    	The Alpo name is a brand of dog food originally produced by Allen Products, founded in 1936, with ""Alpo"" being an abbreviation for ""Allen Products"". Lorne Greene used to push Alpo in television spots, as did Ed McMahon, and Garfield the Cat would you believe?"
L_NA,"LENA.    	The lovely Lena Olin is a Swedish actress, clearly someone who had acting in her blood. Olin's mother was the actress Britta Holmberg and her father the actor and director Stig Olin. Lena Olin had a very successful career in Sweden, often working with the great Ingmar Bergman. Olin's breakthrough international and English-speaking role was playing opposite Daniel Day-Lewis in ""The Unbearable Lightness of Being"" released in 1988. Way back in 1974, the lovely Miss Olin was crowned Miss Scandinavia in a beauty pageant for Nordic women held in Helsinki, Finland."
_PI,"RPI.    	The Rensselaer Polytechnic Institute (RPI) is a private school in Troy, New York. The university is named after its founder Stephen Van Rensselaer who set up the school in 1824. The goal of the RPI has always been the ""application of science to the common purposes of life"", an objective set by the founder. Given that, the name for the sports teams is quite apt, the Engineers."
AM_,"AMP.    	An electric guitar, for example, needs an amplifier (amp) to take the weak signal created by the vibration of the strings and turn it into a signal powerful enough for a loudspeaker."
ECOL_,"E COLI.    	Escherichia coli (E. coli) are usually harmless bacteria found in the human gut, working away quite happily. However, there are some strains that can produce lethal toxins. These strains can make their way into the food chain from animal fecal matter that comes into contact with food designated for human consumption."
MA_,"MAO.    	Mao Zedong was born on December 16, 1893 in the Hunan Province of China. As Mao was the son of a peasant farmer, his prospects for education were limited. Indeed he left school at age 13 to work on the family farm but did eventually get to secondary school in Changsha, the provincial capital. In the years following, Mao continued his education in Beijing and actually turned down an opportunity to study in France."
AP_,APO.    	Army Post Office (APO)
EL_A,"ELBA.    	The English actor Idris Elba is probably best known in North America for playing the drug lord Stringer Bell in the marvelous HBO drama series 'The Wire', and the title character in the 2013 film 'Mandela: Long Walk to Freedom'. Off the screen, Elba works as a disk jockey using the name DJ Big Driis."
MI_,"MIR.    	Mir was a very successful project, with the station still holding the record for the longest continuous manned presence in space, at just under ten years. Towards the end of its life however, the years began to take their toll. There was a dangerous fire, multiple system failures, and a collision with a resupply ship. The Russian commitment to the International Space Station drained funds for repairs, so the station was allowed to reenter the Earth's atmosphere in 2001."
MI_,"MIR.    	The Russian Mir Space Station was a remarkably successful project, with the station still holding the record for the longest continuous manned presence in space, at just under ten years. Towards the end of the space station's life however, the years began to take their toll. There was a dangerous fire, multiple system failures, and a collision with a resupply ship. The Russian commitment to the International Space Station drained funds for repairs, so Mir was allowed to reenter the Earth's atmosphere and burn up in 2001."
_AGO,"IAGO.    	Iago is the schemer in Shakespeare's ""Othello"". Iago is a soldier who fought alongside Othello and feels hard done by, missing out on promotion. He hatches a plot designed to discredit his rival Cassio by insinuating that Cassio is having an affair with Desdomona, Othello's wife. By the end of the play it's Iago himself who is discredited and Othello (before committing suicide) apologizes to Cassio for having believed Iago's lies. Heavy stuff ..."
_SPN,"ESPN.    	ESPN is the Entertainment Sports Programming Network, a cable network that broadcasts sports programming 24 hours a day. It was launched back in 1979."
_IR,"MIR.    	Mir was a remarkably successful project, with the station still holding the record for the longest continuous manned presence in space, at just under ten years. Towards the end of the space station's life however, the years began to take their toll. There was a dangerous fire, multiple system failures, and a collision with a resupply ship. The Russian commitment to the International Space Station drained funds for repairs, so Mir was allowed to reenter the Earth's atmosphere and burn up in 2001."
EM_,EMS.    	Emergency Medical Services (EMS).
M_A,"MBA.    	The world's first Master of Business Administration (MBA) degree was offered by Harvard's Graduate School of Business Administration, in 1908."
A_TA,ALTA.    	Alta ski resort actually lies within the Salt Lake City Metropolitan Area.
E_S,"EMS.    	The first use of an emergency phone number nationally was in the UK in 1937, where the number 999 was introduced to call emergency services. If you need emergency services in the UK or Ireland to this day, you have to dial 999. It's not really clear why 911 became the emergency number in the US. The most credible suggestion (to me) is that when it was introduced by the FCC in 1967, it was a number that ""fit"" with the numbers already used by AT&T for free services (211-long distance; 411-information; 611-repair service)."
N_R,"NPR.    	Chicago Public Radio produces one of my favorite radio shows, ""Wait Wait... Don't Tell Me!"" It is indeed a fun game show, hosted by Peter Sagal. The 'Morning Edition' newsreader Carl Kasell used to act as judge and scorekeeper, until he retired in 2014. There should be more game shows of that ilk on the radio, in my humble opinion ..."
E_SEN,ESSEN.    	Essen is a large industrial city located on the River Ruhr in western Germany.
SE_,"SEN.    	'Cloture' is a parliamentary process used to bring a debate to an early close. The procedure was first used in the French National Assembly, and 'clôture' is a French word meaning 'ending, conclusion'. The cloture process was introduced into the US Senate in 1917, but there is no equivalent maneuver existing in the US House. "
_RCO,"ARCO.    	ARCO stands for Atlantic Richfield Company. One of ARCO's claims to fame is that it is responsible for the nation's largest Superfund site. Mining and smelting in the area around Butte, Montana polluted the region's water and soil, and ARCO have agreed to pay $187 million to help clean up the area."
N_S,"NAS.    	Rapper Nas used to go by another stage name, Nasty Nas, and before that by his real name, Nasir bin Olu Dara Jones. Nas released his first album ""Illmatic"" in 1994, and inventively titled his fifth studio album 'Stillmatic', released in 2001. In 2013, Harvard University established the Nasir Jones Hip-Hop Fellowship, a fund to support the education of students exhibiting potential in the field of hip hop. Not my cup of tea, I would say ..."
