CHO_,"CHOW.    	""Chow"" is an American slang term for food, that originated in California in the mid-1800s. It comes from Chinese pidgin English ""chow-chow"", meaning ""food""."
_TAVE,"STAVE.    	The word ""stave"" was originally the plural of ""staff"", a wooden rod. To ""stave off"" originated with the concept of holding off with a staff. In the world of barrel-making, a stave is a narrow strip of wood that forms part of a barrel's sides."
CA_OB,"CAROB.    	The carob is a tree or shrub in the pea family, mainly grown for its seed pods. The carob seeds are dried or roasted, and when powdered or chipped make a good substitute for chocolate."
RAN_,"RANT.    	yelp.com is a website that provides a local business directory and reviews of services. The site is sort of like Yellow Pages on steroids, and the term 'yelp' is derived from 'yel-low p-ages'."
SV_,"SVU.    	'Law & Order: Special Victims Unit' is a spin-off from the TV crime drama 'Law & Order'. 'SVU' has been on the air since 1999, and is set in New York City. Interestingly, since 2007 there has been a very successful Russian adaptation of the show that is set in Moscow."
OPA_S,"OPALS.    	97% of the world's opals come from Australia, so it's no surprise perhaps that the opal is the national gemstone of the country. The state of South Australia provides the bulk of the world's production, about 80%."
ES_H,"ESTH.    	I think that implication here is that an 'Esth' is a native of Estonia. I am not sure that is true, but I could be wrong (yet again!) ..."
EF_LE,E-FILE.    	E-file: that's what I did with my tax return ...
OR_L,"ORAL.    	In the parlor game known as Charades, oral clues aren't permitted. It's all about acting out in silence."
_RU,"URU.    	The official name of Uruguay is the Oriental Republic of Uruguay, reflecting the countries location on the eastern coast of South America. It is a relatively small country, the second smallest on the continent, after Suriname. In 2009, Uruguay became the first country in the world to provide a free laptop and Internet access to every child. Now there's a thought ..."
E_OCH,"ENOCH.    	According to the Bible, Enoch was the great-grandfather of Noah, and the great-grandson of Adam."
L_T,"LOT.    	Christie's is an auction house based in London, the largest auction house in the world. The business was founded in 1766 by James Christie."
TO_A,"TORA.    	The famous cave that almost certainly housed Osama Bin Laden for a while was in Tora Bora in eastern Pakistan. Tora Bora is not far (~ 30 mi) from what used to be an even more famous spot, the Khyber Pass. ""Tora Bora"" is a Pashto name which translates to ""black dust""."
MA_AW,"MACAW.    	Macaws are beautifully colored birds of native to Central and South America, and are actually a type of parrot. Most species of macaw are now endangered, with several having become extinct in recent decades. The main threats are deforestation and illegal trapping and trafficking of exotic birds."
L_SE,LASE.    	'To lase' means 'to use a laser'.
TIR_,"TIRE.    	The word ""oxymoron"" is in itself an oxymoron, as it is derived from the Greek words ""Oxys"" and ""moros"" meaning ""sharp"" and ""stupid""."
AR_ID,"ARRID.    	Arrid is an antiperspirant deodorant brand introduced in the thirties. Slogans associated with Arrid have been ""Don't be half-safe - use Arrid to be sure"", ""Stress stinks! Arrid works!"" and ""Get a little closer""."
VW_,"VWS.    	VW stands for Volkswagen, which translates from German into ""people's car"". The original Volkswagen design was the Beetle and was built under a directive from Adolf Hitler, who wanted a cheap car built that ordinary people could afford to purchase. He awarded the contract to engineer Ferdinand Porsche, whose name (paradoxically) would forever be associated with high performance, expensive cars. The Beetle was the official name of the VW model released in North America, but it was usually referred to as a ""Bug"" here in the US, and a ""Beetle"" elsewhere in the world."
U_U,"URU.    	Uruguay won the soccer gold medals at both the 1924 and 1928 Olympic tournaments. When Jules Rimet, the president of soccer's international governing body decided to start an international tournament outside of the Olympics, it was decided to give Uruguay the honor of hosting the first competition, in 1930. Sure enough, Uruguay emerged victorious as the first World Cup winners."
KA_EM,"KASEM.    	Not only was Casey Kasem closely associated with the radio show ""American Top 40"", but he is also well known for playing the voice of Shaggy Rogers on the ""Scooby-Doo"" animated series. Sadly, Kasem passed away in 2014 having suffered from Parkinson's disease and Lewy body dementia."
LAS_O,"LASSO.    	Our English word 'lasso' comes from the Spanish 'lazo', and ultimately from the Latin 'laqueum' meaning 'noose, snare'."
LAR_M,"LA RAM.    	The Los Angeles Rams are the only franchise to have won NFL championships in three different cities, i.e. Cleveland (1945), Los Angeles (1951) and St. Louis (1999). The Rams were based in Cleveland from 1936 to 1945, in Los Angeles from 1946 to 1994, in St. Louis from 1995 to 2015, and returned to Los Angeles in 2016."
L_T,"LOT.    	Sotheby's is one of the world's oldest auction houses, having opened its doors for business in 1744 in London. However, the company is now headquartered in New York City. The ticker symbol for Sotheby's on the New York Stock Exchange is quite apt: BID."
_RAM,TRAM.    	There is a tram system that runs on the west side of the Las Vegas Strip that connects several hotels:
YU_,"YUL.    	Yul Brynner was a Russian-born actor. Brynner was well known for his great performances, but also for his shaved head and his deep rich voice. He first adopted the 'hairstyle' while playing the King of Siam in the stage version of 'The King and I', and he stuck with it."
_GB,KGB.    	The Komitet gosudarstvennoy bezopasnosti (KGB) was the national security agency of the Soviet Union until 1991. The KGB was dissolved after the agency's chairman led a failed attempt at a coup d'état designed to depose President Mikhail Gorbachev.
_UET,DUET.    	'It Takes Two' is a song from the Stephen Sondheim musical 'Into the Woods'.
OR_INO,"ORSINO.    	The famous quotation about music being the food of love is from William Shakespeare's ""Twelfth Night"". The opening lines of the play, spoken by the love-smitten Duke Orsino, are:"
DJ_,"DJS.    	The world's first radio disk jockey was one Ray Newby of Stockton, California who made his debut broadcast in 1909, would you believe? When he was 16 years old and a student, Newby started to play his records on a primitive radio located in the Herrold College of Engineering and Wireless in San Jose. The records played back then were mostly recordings of Enrico Caruso."
