SPAMAL_T,"SPAMALOT.    	The hit musical 'Spamalot' is a show derived from the 1974 movie 'Monty Python and the Holy Grail'. In typical Monty Python style, the action starts just before the curtain goes up with an announcement recorded by the great John Cleese:"
_INER,MINER.    	The 'Fairbanks Daily News-Miner' has the distinction of being the farthest north (location of publication) daily newspaper in the United States.
_OUIS,"LOUIS.    	Joe Louis was defeated by German boxer Max Schmeling in 1936, an outcome that made Schmeling a hero in his homeland. Nazi party members claimed that the victory supported the claim of Aryan superiority. A much anticipated rematch was scheduled for 1938, to be held once again in Yankee Stadium. Prior to the fight, Louis was invited to the White House, where President Roosevelt told him ""Joe, we need muscles like yours to beat Germany."" Louis won the rematch in spectacular style, knocking Schmeling to the canvas three times in a bout that lasted just two minutes and four seconds. Schmeling only managed to throw two punches."
MANIL_,"MANILA.    	Many moons ago I spent a couple of very happy years living in Manila in the Philippines. I had an apartment there, and residing in the apartment building next door was Imelda Marcos, along with all of her shoes I assume ..."
E_ST,"ERST-.    	Erstwhile means ""in the past"" or ""once upon a time""."
POL_OI,"POLLOI.    	Hoi polloi is a Greek term, literally meaning ""the majority"". In English it has come to mean ""the masses"" and is often used in a derogatory sense."
_ASE,"CASE.    	A portmanteau was a large suitcase, one that could be taken apart into two separate pieces. The word ' portmanteau' is French for a 'travelling bag', from 'porter' (to carry) and 'manteau' (a coat, cloak). We also use 'portmanteau' to mean a word that has been melded together from two parts (just like the suitcase). This usage was introduced to the world by Humpty Dumpty in Lewis Carroll's 'Alice's Adventures in Wonderland'. He explained to Alice that the nonsense words in the famous 'Jabberwocky' poem were actually portmanteau words. For example ""slithy"", from ""slimy"" and ""lithe""."
PRAN_,"PRANK.    	April Fool's Day is celebrated on April 1st in the western world. In the US (and Ireland) one can make practical jokes all day long if one wants. But in the UK there is a noon deadline. Anyone pranking after midday is called an ""April Fool""."
SCR_BBLE,"SCRABBLE.    	The game of Scrabble has been around since 1938, the invention of an architect named Alfred Moshoer Butts. Butts determined the optimum number of tiles of each letter and the appropriate point value of each tile by analyzing letter distributions in publications like our beloved ""New York Times"" ..."
K_ANE,"KEANE.    	Bil Keane is a cartoonist most associated with his strip 'The Family Circus'. Once Bil sketches out the text and idea for the cartoon, he sends it off to his son Jeff Keane who inks and colors the pictures so that the strip is ready for publication. In the storyline itself, the main characters are based on Bil's own family. In fact, the son ""Jeffy"" in the story is based on Jeff, Bil's son and production assistant."
I_ATREE,IN A TREE.    	The somewhat cruel kid's rhyme goes:
STAT_,"STATE.    	The people from what today is Washington state first petitioned the US Congress for statehood in 1852. At that time the proposal was to name the new state Columbia, but this was rejected as it was felt that a state called Columbia might be confused with the District of Columbia. Somewhat bizarrely, the alternative name of Washington was accepted. Certainly, the name Washington honors the first President, but there's still potential confusion with the nation's capital. I hate to admit my ignorance, but as a young man in Ireland whenever I heard talk of Washington state, I assumed the discussion was about Washington DC ..."
_IRK,"DIRK.    	""Dirk"" is the Scots word for dagger, and is the name given to a knife that is worn hanging from a belt in traditional dress that includes a kilt. The dagger worn in a Scotsman's sock isn't a dirk (a popular misconception) but rather is called a ""sgian dubh"", which translates as ""a black or hidden knife""."
LA_ERBEAM,"LASER BEAM.    	The term 'laser' comes from an acronym, 'Light Amplification by Stimulated Emission of Radiation' (LASER). It has been pointed out that a more precise name for laser technology is 'Light Oscillation by Stimulated Emission of Radiation', but the resulting acronym isn't quite so appealing, namely LOSER ..."
_VEDON,"AVEDON.    	Richard Avedon was an American photographer. Avedon was the inspiration for the character ""Dick Avery"" played by Fred Astaire in the wonderful film ""Funny Face"" starring Audrey Hepburn. Avedon's most famous portrait is in fact a close-up of Audrey Hepburn, whom Avedon referred to as his muse."
S_AMEN,"STAMEN.    	The stamen is the male reproductive organ of a flower. The part of the stamen known as the anther carries the pollen, which is picked up by the bee and transferred from flower to flower. The pistil is the female reproductive organ, and it accepts the pollen."
GD_Y,G'DAY.    	'Barbie' is a nickname for 'barbecue' in Australia.
CALIFO_NIAGIRLS,"CALIFORNIA GIRLS.    	""California Girls"" was released in 1965 by the Beach Boys, and reached number three in the ""Billboard"" charts. Twenty years later David Lee Roth recorded a very successful cover version of the song and it reached exactly the same spot in the charts, number three."
AXEL_,AXELS.    	An Axel is a forward take-off jump in figure skating. It was first performed by Norwegian Axel Paulsen at the 1882 World Figure Skating championships.
ODESS_N,"ODESSAN.    	The city of Odessa in Ukraine was founded relatively recently, in 1794 by Catherine the Great. The city was originally meant to be called Odessos after an ancient Greek city believed to have been located nearby. Catherine liked the way the locals pronounced the name as ""Odessa"", so went with the less Greek sounding name."
O_E,OYE.    	'Oye Como Va' is a song written by Tito Puente in 1963. The best-known recoding is the cover version from Santana released in 1970.
I_COCCA,"IACOCCA.    	Lee Iacocca was a lot more successful at Chrysler than he was earlier in his career at Ford. He is credited with the turnaround of Chrysler in the eighties, but he is also credited with the failure of the Ford Pinto, and didn't get on well with Henry Ford II so was fired."
AR_NDT,"ARENDT.    	Hannah Arendt was studying and working the field of philosophy when she had to flee her native Germany in the runup to WWII because of her Jewish heritage. She ended up in the US in 1941, and took posts in various schools here. In 1969 she was appointed full professor at Princeton, the first woman to win such a position, and a decade before women students were admitted to the college."
T_KES,"TYKES.    	""Tyke"" has been used playfully to describe a young child since at least 1902, but for centuries before that a tyke was a cur or mongrel, or perhaps a lazy or lower-class man."
