Pesto ingredient.   		5 letters,"BASIL.    	The term 'pesto' applies to anything made by pounding. What we tend to know as 'pesto' sauce is more properly called 'pesto alla genovese', pesto from Genoa in northern Italy."
"Ethel Waters's ""___ Blue?"".   		4 letters","AM I.    	""Am I Blue?"" is a song that dates back to 1929, when it was a big hit for Ethel Waters. It has been covered by many artists since then, most notably Eddie Cochran and Cher."
Number that looks like the letter yogh.   		5 letters,"THREE.    	The letter ""yogh"" was used in Middle English. It resembles the number 3, so in modern reproductions of Middle English, the character ""3"" is often used to represent yogh."
Ones doing lab exams?.   		4 letters,VETS.    	I do love clues that use language that is designed to deceive. Veterinarians often examine Labrador dogs.
Straight As in chemistry?.   		7 letters,ARSENIC.    	The chemical symbol for the element arsenic is As.
Money making hits.   		5 letters,"EDDIE.    	Eddie Money is a musician from New York City, a rock guitarist, saxophonist and singer-songwriter."
Alternative form of a gene.   		6 letters,"ALLELE.    	A gene is a section of a chromosome that is responsible for a particular characteristic in an organism. For example, one gene may determine eye color and another balding pattern. We have two copies of each gene, one from each of our parents, with each copy known as an allele."
Chestnut.   		6 letters,"CLICHE.    	A chestnut is frequently repeated tale, story or perhaps joke ... a cliche."
Pop singer Lopez.   		5 letters,"TRINI.    	Trini Lopez is a noted singer and guitarist from Dallas, Texas. He is perhaps best known for his international hit ""If I Had a Hammer"" from 1963, as well as ""Lemon Tree"" from 1965."
"""Shanghai Express"" actor.   		5 letters","OLAND.    	""Shanghai Express"" is a film released in 1932, starring Marlene Dietrich, with Warner Oland in a supporting role. I love Marlene Dietrich ..."
"""The Thinker"" sculptor.   		5 letters","RODIN.    	Rodin's famous sculpture known as 'The Thinker' has been reproduced many times. Rodin's original version of ""The Thinker"" is actually a detail in a much larger work known as 'The Gates of Hell'. The original plaster version of ""The Gates of Hell"" can be seen at the magnificent Musée d'Orsay in Paris."
A drop in the ocean?.   		3 letters,EBB.    	Clever clue!
Curmudgeonly cries.   		4 letters,BAHS.    	Curmudgeon the my wife's favorite term for describing me. A curmudgeon is a bad-tempered person full of resentment and stubborn notions. I am sure she means it very affectionately ...
"""Tropic Thunder"" director and co-star.   		7 letters","STILLER.    	'Tropic Thunder' is a satirical action movie written, produced and directed by Ben Stiller. On top of all that, he stars in the film as well, alongside Jack Black and Robert Downey, Jr."
"""Parade de Cirque"" artist.   		6 letters","SEURAT.    	""Parade de Cirque"" (Circus Sideshow) is an 1889 painting by Georges Seurat, painted in the pointillist style. However, his most famous work (also pointillist) is sitting in the Art Institute of Chicago, ""A Sunday Afternoon on the Island of La Grande Jatte - 1884"". If you've seen the movie ""Ferris Bueller's Day Off"", it features quite prominently in a lovely sequence at the gallery."
Decorative tattoo dye.   		5 letters,"HENNA.    	Henna has been used for centuries as a dye, not just for leather and wool, but also for the hair and skin. In modern days, henna is used for the temporary tattoos."
What Madonna and Cher are each known by.   		8 letters,"ONE NAME.    	Madonna's full name is Madonna Louise Ciccone. Born in Bay City, Michigan, Madonna became the top-selling female recording artist of all time."
One face in the crowd?.   		5 letters,"WALDO.    	The reference is to the series of children's illustrated books called ""Where's Waldo?"", originally titled ""Where's Wally?"" in Britain where the books originated. The book contains page after page of illustrations with crowds of people surrounding famous landmarks from around the world. The challenge is to find Waldo/Wally, who is hidden in the crowd."
"It's also called a ""way car"".   		7 letters","CABOOSE.    	The word ""caboose"" originally came from Middle Dutch, the word for a ship's galley. When the last car in a train in North America was given a stove, for the comfort of the crew, it took on the name ""caboose""."
Amer.   		3 letters,"USD.    	The '$' sign was first used for the Spanish American peso, in the late 18th century. The peso was also called the 'Spanish dollar' (and 'piece of eight'). The Spanish dollar was to become the model for the US dollar that was adopted in 1785, along with the '$' sign."
1040 entry.   		6 letters,"INCOME.    	Form 1040 was originally created just for tax returns for the years 1913, 1914 and 1915, but it just would not go away ..."
"2006 title film character who says ""Pamela! I no find you attractive anymore! ...   		5 letters","BORAT.    	The full name of the 2006 ""mockumentary"" is ""Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazhakstan"". Borat is played by a British comedian, Sacha Baron Cohen. Not my cup of tea ..."
Nigerian language.   		3 letters,"IBO.    	Ibo is a language spoken in the Niger-Congo language, more commonly known as ""Igbo""."
"Osso buco, basically.   		4 letters","VEAL.    	Osso is the Italian word for bone, as in the name of the dish ""Osso Bucco"", braised veal shanks."
Enjoy a pleasant situation.   		4 letters,"BASK.    	Our word ""bask"" has a gruesome etymology. It comes from the Old English ""basken"" meaning ""to wallow in blood"". But then William Shakespeare used the word ""bask"" in his play ""As You Like It"" (about 1600) in reference to sunshine, and we've been basking in warmth ever since."
Shooting goal.   		4 letters,"WRAP.    	When shooting of a film is concluded the movies is said to 'wrap', and everyone heads to the wrap party."
California's historic Fort ___.   		3 letters,"ORD.    	Fort Ord was an army post on Monterey Bay in California named after a General Ord, established in 1917 and closed in 1994. The fort was in a spectacular location with miles of beachfront, and that lovely California weather."
Cry from a balcony.   		7 letters,"O ROMEO.    	In the balcony scene in Shakespeare's 'Romeo and Juliet', Juliet utters the famous line:"
"With 57-Across, game that includes the starts of 17-, 29-, 48- and 64-Across.   		4 letters",PING.    	57. See 23-Across : PONG
___ de mer.   		3 letters,"MAL.    	""Mal de mer"" is French for sea-sickness."
White House fiscal grp.   		3 letters,"OMB.    	The Office of Management and Budget is the successor to the Bureau of the Budget, formed in 1970 during the Nixon administration."
TV actress Jennie.   		5 letters,"GARTH.    	The actress Jennie Garth got her big break in television playing the character Kelly Taylor on 'Beverly Hills 90210'. The only time I've ever seen her on TV though was on 'Dancing with the Stars', when she did quite well paired with Derek Hough."
Madre's brothers.   		4 letters,"TIOS.    	In Spanish, one's mother's brother (madre's hermano) is an uncle (tio)."
They're hung across roads.   		4 letters,UIES.    	They would be u-turns.
Pants ending just below the knees.   		6 letters,"CAPRIS.    	Capri pants were first made popular on the island of Capri, apparently. They were invented in Europe in 1948, but only became popular in the US in the sixties, as they were often worn by Mary Tyler Moore on ""The Dick Van Dyke Show"". After a lull in the seventies and eighties, there was a resurgence in sales after Uma Thurman wore them (and danced in them) in ""Pulp Fiction"". Can't stand them myself ..."
"""Qué ___?"".   		4 letters","PASA.    	In Spanish, 'que pasa?' literally translates as 'what happened?' but is used to mean 'how have things been going with you?'"
Colorless.   		6 letters,"ALBINO.    	'Albino', meaning an organism lacking normal pigmentation, comes from 'albus' Latin for 'white'."
Tumbler.   		5 letters,"GLASS.    	A tumbler is another name for a glass. Back in the 1660s a tumbler was a glass with a rounded or pointed base so that it could not be put down without spilling its contents, as it would 'tumble' over. The idea was that one had to drink up before putting the glass down."
Leonard of literature.   		6 letters,"ELMORE.    	Elmore Leonard used to write a lot of westerns in the fifties and moved onto crime and suspense novels later in his career. A lot of his books have made it to the big screen, including 'Get Shorty' and 'Mr Majestyk'."
Compromise of 1877 figure.   		5 letters,"HAYES.    	Rutherford Hayes was the 19th president of the US. Long before we had to endure the dispute over the 2000 Presidential election, Rutherford Hayes found himself president after a disputed election in 1876. President Hayes came went into office having lost the popular vote to his opponent Samuel Tilden, but was voted into office by one electoral college vote. Hayes was awarded the election in the end because of an informal deal struck between Democrats and Republicans called the Compromise of 1877. Democrats allowed Rutherford to occupy the White House in exchange for removal of federal troops occupying some of the southern states."
Pitcher Maddux with four Cy Young Awards.   		4 letters,"GREG.    	Baseball pitcher Greg Maddux won the Cy Young Award for the four consecutive years of 1992 through 1995, a record that wasn't matched until Randy Johnson did the same thing in 1999 through 2002."
Gothenburg's river.   		6 letters,"PLATTE.    	Gothenburg, Nebraska is in the Platte River Valley, and is named after Gothenburg, Sweden."
1996 live-action/animated comedy.   		9 letters,"SPACE JAM.    	'Space Jam' is a 1996 movie that is a fictional account of the retirement of Michael Jordan from the NBA. Michael Jordan himself stars in the film, along with a whole host of 'Looney Tunes' cartoon characters."
Longtime senator Thurmond.   		5 letters,"STROM.    	Strom Thurmond was a US Senator for the state of South Carolina for 48 years, until he stepped down in 2003. Thurmond was the oldest-serving senator in US history. He retired from his office at the age of 100-years-old, and passed away just a few months after leaving Washington."
Warner who played Charlie Chan.   		5 letters,"OLAND.    	Warner Oland was actually a Swedish actor, best remembered for his portrayal of Charlie Chan in a series of 16 highly successful movies. Before playing Charlie Chan, he had made a name for himself playing another Asian role on screen, that of Dr. Fu Manchu."
Not yet delivered.   		8 letters,"IN UTERO.    	In utero is a Latin term meaning ""in the uterus"". The Latin ""uterus"" translates as both ""womb"" and ""belly"". The Latin word was derived from the Greek ""hystera"" also meaning womb, which gives us the words ""hysterectomy"", and ""hysterical""."
