Distant radiation source.   		6 letters,"PULSAR.    	A pulsar is a rotating neutron star that emits a beam of electromagnetic radiation. As the beam is not emitted in all directions, it is only seen from Earth when at particular rotations, hence creating a cycle of pulsed gamma rays known as the lighthouse effect."
Via ___ (main street of ancient Rome).   		5 letters,SACRA.    	The main street of Ancient Rome was known as the Via Sacra ('sacred road'). The Via Sacra ran from the top of Capitoline Hill to the Colosseum.
Mild cigar.   		5 letters,"CLARO.    	A claro is mild cigar made with light-colored tobacco. The name ""claro"" comes from the Spanish for ""clear""."
1954 film septet.   		7 letters,"SAMURAI.    	Akira Kurosawa was an Oscar-winning Japanese film director. His most famous movie to us in the West has to be ""The Seven Samurai"", the inspiration for ""The Magnificent Seven"" starring Yul Brynner, and indeed a basis for ""Star Wars: The Clone Wars""."
"""For ___ jolly good fellow"".   		6 letters","HE'S A.    	For He's a Jolly Good Fellow' is the second-most popular song in the English language, according to the 'Guinness Book of World Records'. Top of the list is 'Happy Birthday to You', and third comes 'Auld Lang Syne'."
Shakespeare's fairy queen.   		3 letters,"MAB.    	In Shakespeare's 'Romeo and Juliet', Mercutio refers to the fairy known as Queen Mab. It seems that Queen Mab was Shakespeare's creation, although she became popular in subsequent works of literature. For example, she is referred to in Herman Melville's 'Moby Dick', in Jane Austen's 'Sense and Sensibility', and Percy Bysshe Shelley wrote a large poetic work called 'Queen Mab: A Philosophical Poem'."
Stimulate.   		5 letters,"GOOSE.    	'To goose' is to prod into action, albeit a little rudely. A ""goose"" is a prod or a pinch in the rear end."
Much H.   		6 letters,ESSAYS.    	H. L. Mencken was a journalist and essayist from Baltimore. Mencken reported on the Scopes trial of 1925 and was the writer who dubbed it the 'Monkey Trial'.
"Any ""Seinfeld"" showing, now.   		5 letters","RERUN.    	""Seinfeld"" aired for nine seasons on NBC, and in 2002 was declared by TV Guide as the ""greatest television program of all time"". After the show completed its run in 1998, each of the main supporting actors made failed attempts to launch new sitcoms. This phenomenon became known as ""the Seinfeld curse"", but Julia Louis-Dreyfus finally managed to break free of it with a successful five-season run in ""The New Adventures of Old Christine""."
"Film featuring Peter Sellers as a matador, with ""The"".   		4 letters","BOBO.    	'The Bobo' is a 1967 comedy starring Peter Sellers an aspiring singing matador. Actually, Sellers covers himself in blue dye and calls himself the 'Blue Matador'. Co-starring in the film is the Swedish actress Britt Ekland, who was married to Sellers at the time."
Kentucky county in a 1976 Oscar-winning documentary.   		6 letters,"HARLAN.    	'Harlan County, USA' is a documentary film released in 1976 about a strike by coal miners in southeast Kentucky in the 1973. The movie won a Best Documentary Oscar."
Houdini's real name.   		5 letters,"WEISS.    	Harry Houdini was the stage name of Hungarian-born escapologist and magician Erik Weisz (later changed to 'Harry Weiss'). Many people are under the impression that Houdini died while performing an escape that went wrong, an impression created by the storyline in a couple of movies about his life. The truth is that he died of peritonitis from a burst appendix. It is also true that a few days prior to his death Houdini took a series of punches to his stomach as part of his act, but doctors believe that his appendix would have burst regardless."
Central American danger.   		7 letters,"MALARIA.    	Malaria is a disease passed onto humans by mosquitoes. As a result of the disease, a parasite invades human red blood cells and multiplies causing fever and possibly coma or death. Over 750,000 people died from malaria in 2009, out of 225 million cases reported. Malaria has been around for along time, and some speculate that outbreaks of the disease might have contributed to the decline of the Roman Empire. Back then, malaria was so common in Rome that is was known as 'Roman fever'."
Former Australian prime minister Rudd.   		5 letters,"KEVIN.    	Kevin Rudd is a former Prime Minister of Australia, having served from 2007 to 2010, and again for a few months in 2013."
Substance that citrus peels are rich in.   		6 letters,PECTIN.    	Pectin is a starch-like material found in the cell walls of plants. Pectin can be extracted from plants (usually citrus fruit) and then used in cooking as a gelling agent.
Key of Beethoven's Symphony No. 7: Abbr..   		5 letters,"A-MAJ.    	If I had to name which of Beethoven&#8217;s symphonies I listen to most often, at the top of the list comes the 7th followed closely by the 9th, and then the 5th a little further down. But that four-note opening of the 5th &#8230; that is superb &#8230;"
Walk ostentatiously.   		6 letters,"SASHAY.    	To ""sashay"" is to strut along in a showy manner. 'Sashay' is an Anglicized form of the French word 'chassé', a sliding step used in square dancing."
