"""The Facts of Life"" actress.   		3 letters","RAE.    	Charlotte Rae is an American actress, best known for playing the character Edna Garrett on two sitcoms from the seventies and eighties: ""Diff'rent Strokes"" and ""The Facts of Life"". Towards the end of the series, the Edna Garrett character operated her own gourmet food shop called 'Edna's Edibles'."
NBC skit show since '75.   		3 letters,"SNL.    	NBC first aired a form of ""Saturday Night Live"" in 1975, under the title ""NBC's Saturday Night"". The show was actually created to give Johnny Carson some time off from ""The Tonight Show"". Back then ""The Tonight Show"" had a weekend episode, and Carson convinced NBC to pull the Saturday or Sunday recordings off the air and hold them for subsequent weeknights in which Carson needed a break. NBC turned to Lorne Michaels and asked him to pull together a variety show to fill the vacant slot, and he came up with what we now call ""Saturday Night Live""."
Gift that's hard to believe.   		3 letters,ESP.    	Extra Sensory Perception (ESP).
Norway's capital.   		4 letters,"OSLO.    	Oslo is the capital of Norway. The city of Oslo burns trash to fuel half of its buildings, including all of its schools. The problem faced by the city is that it doesn't generate enough trash. So, Oslo imports trash from Sweden, England and Ireland, and is now looking to import some American trash too."
Particularly: Abbr..   		3 letters,ESP.    	Especially (esp.)
Garden with forbidden fruit.   		4 letters,"EDEN.    	In the Christian tradition, the 'fall of man' took place in the Garden of Eden when Adam and Eve succumbed to the temptation of eating the fruit from the tree of knowledge of good and evil, against the bidding of God. As a result, Adam and Eve were banished from Eden to prevent them becoming immortal by eating from the tree of life. The first humans had transitioned from a state of innocent obedience to a state of guilty disobedience."
Ginger ___.   		3 letters,"ALE.    	The brand most closely associated with ginger ale is Canada Dry. ""Canada Dry Pale Ginger Ale"" was first formulated in 1904 by a Canadian chemist called John McLoughlin from Ontario. Prohibition in the United States helped sales of the drink as it was particularly effective in masking the taste of illegally-produced homemade liquor."
First place.   		4 letters,"EDEN.    	According to the Book of Genesis, Adam and Eve lived in a garden ""in"" Eden, with Eden being geographically located by reference to four rivers including the Tigris and the Euphrates. Some scholars hypothesize that Eden was located in Mesopotamia, which encompasses much of modern-day Iraq."
Chi-town circlers.   		3 letters,"ELS.    	The Chicago ""L"" is the second largest rapid transit system in the US, with the New York City Subway being the largest. The ""L"" is also the second oldest, again with the New York City Subway system having the honor of being around the longest. Note that the official nickname for the system is the ""L"" (originally short for ""elevated railroad""), although the term ""El"" is also in common use (especially in crosswords as ""ELS""). The L is managed by the Chicago Transit Authority (CTA)."
Louisville sports icon.   		3 letters,"ALI.    	Cassius Marcellus Clay, Jr. was born in 1942 in Louisville, Kentucky. He changed his name to Muhammed Ali when he converted to Islam in 1964. Who can forget Muhammad Ali lighting the Olympic flame for the 1996 games in Atlanta? Ali won a gold medal in the 1960 games, which he threw into the Ohio River after being refused service at a ""whites only"" restaurant. He was presented with a replacement medal during the 1996 Games."
Andrea Bocelli offering.   		4 letters,"ARIA.    	Andrea Bocelli is a classically-trained tenor who sings popular music, a so-called cross-over artist. Bocelli was born with poor eyesight and then became totally blind at the age of 12 when he had an accident playing soccer."
Genetic stuff.   		3 letters,"RNA.    	Ribonucleic Acid (RNA) is an essential catalyst in the manufacture of proteins in the body. The genetic code in DNA determines the sequence of amino acids that make up each protein. That sequence is read in DNA by messenger RNA, and amino acids are delivered for protein manufacture in the correct sequence by what is called transfer RNA. The amino acids are then formed into proteins by ribosomal RNA."
