Mr.   		4 letters,"MOTO.    	The mysterious Mr. Moto is a Japanese secret agent who appears in six novels by American author, John P. Marquand. Mr. Moto was famously played by Peter Lorre in a series of eight films released in the 1930s."
___ Jewelers.   		3 letters,"KAY.    	Kay Jewelers is perhaps the most famous store brand owned by Sterling Jewelers. Sterling is the largest fine jewelry chain in the country, with the company's main competitor being Zale Corporation."
___ Lubovitch Dance Company.   		3 letters,"LAR.    	Lar Lubovitch is an American choreographer noted for his stage work, but also for choreographing figure skating routines for the likes of John Curry, Peggy Fleming and Dorothy Hamill. He founded in the Lar Lubovitch Dance Company in New York City in 1968, which is still going strong."
Gomer Pyle's org.   		4 letters,"USMC.    	Jim Nabors was discovered by Andy Griffith and brought onto ""The Andy Griffith Show"" as Gomer Pyle, the gas station attendant. Of course, Nabors then got his own show, ""Gomer Pyle, U.S.M.C."""
Neon ___.   		5 letters,"TETRA.    	The neon tetra is a freshwater fish, native to parts of South America. The tetra is a very popular aquarium fish and millions are imported into the US every year. Almost all of the imported tetras are farm-raised in Asia and very few come from their native continent."
Lovett of country music.   		4 letters,"LYLE.    	As well as being famous in his own right as a successful country singer, Lyle Lovett is known for his marriage to the actress Julia Roberts in 1993. The pair had a whirlwind romance lasting just three weeks before they eloped and were wed. The marriage was also relatively whirlwind, lasting less than two years."
Light shower?.   		5 letters,"PRISM.    	When light passes through a prism, it is split up ('disperses') into differing wavelengths. It then becomes clear that white light is actually a mixture of different colors, which show up as beautiful spectra."
Vampire ___.   		3 letters,"BAT.    	Vampire bats feed mostly in the blood of mammals, including humans. When they find a suitable ""victim"", often one that is asleep, the bat usually lands close by and approaches its ""meal"" on the ground. It makes a small cut with its razor-sharp teeth and laps up the blood. The blood tends to flow freely as the bat's saliva contains anticoagulants. Reports of bats biting the neck of humans are very rare in the real world, but the neck is the preferred location of attack in the fantasy world of vampires."
"Band with the 1983 hit ""Owner of a Lonely Heart"".   		3 letters","YES.    	""Owner of a Lonely Heart"" was a hit for the English rock band Yes in 1983. It was the only Yes song that topped the charts in the US."
Best-selling PC game of the 1990s.   		4 letters,"MYST.    	In the days when I played the occasional video game, the best of the bunch was undoubtedly 'Myst'. It is a game full of puzzles with the player wandering through a beautifully-designed (for its day) interactive world."
Roddick who won the 2003 U.S.   		4 letters,"ANDY.    	Andy Roddick is a former World No. 1 tennis player from the US. Roddick retired in 2012, although he has been playing in what' referred to as World Team Tennis."
1975 Golden Globe winner.   		5 letters,"RHODA.    	The seventies sitcom 'Rhoda' was a spinoff of 'The Mary Tyler Moore Show' that starred Valerie Harper. The eighth episode of the show was an hour-long special in which Rhoda married her fiance Joe (played by David Groh). At the time of airing it was the second-most watched television episode in history, second only to the 1953 birth of Little Ricky on 'I Love Lucy'."
Elton John nickname.   		3 letters,"REG.    	Elton John's real name is Reginald Dwight. John was knighted in 1998, not for his music but for his charitable work. He founded his own Elton John AIDS Foundation back in 1992."
"Chaiken who co-created ""The L Word"".   		5 letters","ILENE.    	Ilene Chaiken was the executive producer for the Showtime drama series ""The L Word"". The show deals with lesbian, bisexual and transgender people living in West Hollywood. The title refers to ""the L word"": lesbian."
