_EOMEN,"YEOMEN.    	The Yeoman of the Guard are the oldest military corps still existing in the UK. The role of the Yeoman of the Guard is to provide bodyguard protection for the British Monarch, although in modern times this role is purely ceremonial. One of the more famous duties of the Yeomen is a ceremonial search of the cellars of the Houses of Parliament prior to the State Opening of Parliament. The search commemorates the Gunpowder Plot of 1605 in which Guy Fawkes attempted to blow up the Parliament building."
AB_CAM,"ABSCAM.    	The FBI set up a sting operation in 1978, eventually targeting corruption within Congress. Central to the ""scam"" was a front company called ""Abdul Enterprises, Ltd"", giving the whole operation the nickname ""Abscam"". At the end of the say, one senator and five House members were convicted of bribery and conspiracy. Kraim Abdul Rahman was the fictional sheik that gave ""his"" name to the front company."
OCANA_A,"O CANADA.    	Canada's national anthem was commissioned in 1880 by the Lieutenant Governor of Quebec, so the original words are in French. The first English translation was made in 1906. The current English lyrics have been revised a few times, but the French version remains the same as it did back in 1880."
_RTDECO,"ART DECO.    	Art Deco is the name given to a style of design and architecture of the 1920s, which actually had its roots in Belgium and then spread throughout Europe before arriving in North America. Celebrated examples of art deco architecture are the magnificent Chrysler Building in New York City completed in 1930, and the GE Building that sits in the middle of Rockefeller Center also in New York City, with the address of ""30 Rock""."
_STER,"OSTER.    	The Oster brand of small appliances was introduced in 1924 by John Oster. He started out by making manually-powered hair clippers designed for cutting women's hair, and followed up with a motorized version in 1928. The clippers kept the company in business until 1946 when Oster diversified, buying a manufacturer of liquefying blenders in 1946. The blender was renamed an Osterizer and was a big hit."
GA_TH,"GARTH.    	""Wayne's World"" was a Saturday Night Live sketch starring Mike Myers (as Wayne) and Dana Carvey. The sketch was so successful it was parlayed into two hit movies, in 1992 and 1993. Not my cup of tea ..."
MABE_,"MABEL.    	Mabel Normand was a comedy actress in the days of silent films, but perhaps more importantly, later in her career she became one of the first female screenwriters, producers and directors. Normand was so successful off the screen that she had her own movie studio and production company in the twenties."
VI_,"VII.    	The Wars of the Roses was a series of civil wars fought for the throne of England between the rival Houses of Lancaster and York. Ultimately the Lancastrians emerged victorious after Henry Tudor defeated King Richard III at the Battle of Bosworth Field. Henry was crowned King Henry VII, and so began the Tudor dynasty. Henry Tudor united the rival houses by marrying his cousin Elizabeth of York. Henry VII had a relatively long reign of 23 years that lasted until his death, after which his son succeeded to the throne as Henry VIII, continuing the relatively short-lived Tudor dynasty. Henry VIII ruled from 1509 until his death in 1547. Henry VIII was the last male to lead the the House of Tudor, as his daughter Queen Elizabeth I died without issue. When Elizabeth died, the Scottish King James VI succeeded to the throne as James I of England and Ireland. James I was the first English monarch of the House of Stuart."
_TDS,"LTDS.    	There has been a lot of speculation about what the acronym LTD stands for in the car model name ""Ford LTD"". Many say it stands for Luxury Trim Decor, and others that it is an abbreviation for ""limited"". The car was produced in Australia with the acronym meaning Lincoln Type Design, but here in the US, it looks like they are just three meaningless letters that sound good together."
CO_AN,"CONAN.    	Before Conan O'Brien came to fame as a late night talk show host he was a writer. He wrote for both ""Saturday Night Live"" and ""The Simpsons""."
_HIV,SHIV.    	'Shiv' is a slang term for a weapon crudely fashioned to resemble a knife. Mostly we hear of shivs that have been fashioned by prison inmates to do harm to others.
S_R,"SAR.    	The Sons of the American Revolution (SAR) is an organization that was founded in Fraunces Tavern in New York City in 1889, with William Osborn McDowell being the driving force in setting up the group. The following year, McDowell worked with six women to set up the Daughters of the American Revolution (DAR). Membership to the SAR is open to any male of sufficient age who can demonstrate descent from someone who actively supported the American Revolution."
P_RSE,"PER SE.    	""Per se"" is a Latin phrase, and it translates as ""by itself"". We use ""per se"" pretty literally, meaning in itself, or intrinsically."
MO_,"MOD.    	Carnaby Street is in Soho in London, and is a famous for its fashion boutiques. Carnaby Street gained a reputation for leading the mod and hippie styles of dress in the late fifties and sixties. Mary Quant, who introduced the world to the miniskirt, had her boutique in Carnaby Street, and bands like the Rolling Stones and the Who worked and socialized in the area in the Swinging Sixties."
_ISAN,NISAN.    	Nisan is the first month in the Hebrew ecclesiastical calendar.
ST_TEN,"STATEN.    	Staten Island is part of New York City and is the least populous of the city's five boroughs. The island was originally called Staaten Eylandt by Henry Hudson and was named after the Dutch parliament, the Staaten Generaal."
STL_,"ST-LO.    	Saint-Lo is a town in Normandy that was occupied by Germany in 1940. Saint-Lo stood at a strategic crossroads, and so there was intense fighting there during the Normandy invasion of 1944. After the bombardment, very little of the town was left standing."
AVALO_,"AVALON.    	Avalon is a legendary island featured in the Arthurian legends. The name Avalon probably comes from the word ""afal"", the Welsh word for ""apple"", reflecting the fact that the island was famous for its beautiful apples. Avalon is where King Arthur's famous sword (Excalibur) was forged, and supposedly where Arthur was buried."
CA_O,"CAMO.    	Hunter's often wear camouflage (i.e. ""camo"")."
N_RB,"NLRB.    	The National Labor Relations Board was set up back in 1935. It is an independent government agency, with the role of conducting elections for labor unions and investigating and rooting out any labor practices that are deemed to be unfair."
SC_BA,SCUBA.    	The SCUBA tank was of course invented by the underwater adventurer Jacques Cousteau.
M_UNA,"MAUNA.    	Mauna Kea is a dormant volcano on the Big Island of Hawaii, the peak of which is the highest point in the whole state. Mauna Kea is in effect the tip of a gigantic volcano rising up from the seabed. So, the real height of the volcano is over 33,000 feet, which is significantly ""taller"" than even Mount Everest, which has an elevation 29,029 feet above sea level."
_ABANA,"CABANA.    	Our word 'cabana' comes from the Spanish 'cabaña', the word for a small hut or a cabin."
_ILE,"MILE.    	The first Indy 500 race was held on Memorial Day in 1911. The winner that day was one Ray Harroun. He had seen someone using a rear view mirror on a horse-drawn vehicle, and decided to fit one on his Marmon ""Wasp"" motor car. Supposedly that was the first ever use of a rear view mirror on a motor vehicle."
TI_DA,"TILDA.    	Tilda Swinton is an English actress, quite famous in her native land. She made a big name for herself outside the UK when she played the 'bad guy' in the 2007 movie 'Michael Clayton', opposite the 'good guy' played by George Clooney."
_ROON,"CROON.    	'All of Me' is a great song, written back in 1931. It has been recorded many times by all of the great crooners, and really became popular after it featured so prominently in the 1984 movie of the same name. That hilarious film starred Steve Martin and Lily Tomlin."
ATARI_,"ATARIS.    	At one point, the electronics and video game manufacturer Atari was the fastest growing company in US history. However, Atari never really recovered from the video game industry crash of 1983."
E_ESCO,ENESCO.    	George Enescu (aka Georges Enesco) was a Romanian composer and performer. Enescu's most popular works are two 'Romanian Rhapsodies' (1901-2) and the opera 'Oedipe' (1936).
T_ILS,"TAILS.    	The two sides of a coin are known as the 'obverse' and the 'reverse'. The obverse is commonly referred to as 'heads', as it often depicts someone's head. The reverse is commonly called 'tails', as it is the opposite of 'heads'."
FA_S,FAQS.    	Most websites have a page listing answers to Frequently Asked Questions (FAQ). There is a link to the NYTCrossword.com FAQs at the top right of every page.
