Yale students.   		4 letters,"ELIS.    	Eli is the nickname for a graduate of Yale University, a term used in honor of the Yale benefactor Elihu Yale."
Dictator Amin.   		3 letters,"IDI.    	Idi Amin received most of his military training in the British armed forces, eventually achieving the highest rank possible for a Black African in the British Colonial Army in 1959, that of Warrant Officer. On his return to Uganda Amin joined his country's military and quickly rose to the rank of Deputy Commander of the Army. During that time he was quite the athlete. He was a noted rugby player and swimmer, and for nine years held the Ugandan national light-heavyweight boxing title. By the early seventies, Amin was commander of all the armed forces of Uganda and in 1971 seized power in a military coup, displacing the country's president Milton Obote. There followed seven years of brutal rule by Amin during which it is estimated that between 100,000 and 500,000 people were murdered. Amin was ousted from power in 1979 after a war with Tanzania, and fled to Libya where he stayed for a year. He then moved to Saudi Arabia, where he was financially supported by the Saudi Royal Family for the remainder of his life. Amin died in 2003."
World Series of Poker channel.   		4 letters,ESPN.    	The World Series of Poker is an annual event held in Las Vegas. The winner of each event is given a much-coveted World Series of Poker bracelet.
Tyrannosaurus ___.   		3 letters,"REX.    	The Tyrannosaurus rex (usually T. rex) was a spectacular looking dinosaur. Tyrannosaurus comes from the Greek words ""tyrannos"" (tyrant) and ""sauros"" (lizard), and the ""rex"" is of course Latin for ""king"". They were big boys, measuring 42 feet long, and 13 feet tall at the hips, weighing 7.5 tons."
"Film character who says menacingly ""I think you know what the problem is just as well as I do"".   		3 letters","HAL.    	In Arthur C. Clarke's ""Space Odyssey"" (famously adapted for the big screen as ""2001: A Space Odyssey"") the computer system that went rogue was called HAL 9000, or simply ""HAL"". HAL stands for Heuristically programmed ALgorithmic computer. Even though, Clarke denied it, there's a good argument that can be made that the acronym HAL is a veiled reference to IBM, the big player in the world of computing at the time of the novel's publication (1968). The acronym HAL is just a one-letter shift from the initials ""IBM""."
Stage item.   		3 letters,"AMP.    	An electric guitar, for example, needs an amplifier to take the weak signal created by the vibration of the strings and turn it into a signal powerful enough for a loudspeaker."
General name on a menu?.   		3 letters,"TSO.    	General Tso's chicken is an American invention on the menu of a Chinese restaurant. The name General Tso may be a reference to General Zuo Zontang of the Qing Dynasty, but there is no clear link."
Asia's Trans ___ Range.   		4 letters,"ALAI.    	The Trans-Alai Range is in the Pamir Mountains, and lies between Kyrgystan and Tajikstan. The highest point in the range is called Lenin peak."
Spanish Mrs.   		3 letters,SRA.    	Señora (Sra.)
"Longtime employer of Helen Thomas, in brief.   		3 letters","UPI.    	Founded in 1958, United Press International (UPI) was one of the biggest news agencies in the world, sending out news by wire to the major newspapers. UPI ran into trouble with the change in media formats at the end of the twentieth century and lost many of its clients as the afternoon newspapers shut down due to the advent of television news. UPI, which once employed thousands, still exists today but with just a handful of employees."
New Haven alumni.   		4 letters,"ELIS.    	Eli is the nickname for a graduate of Yale University, a term used in honor of the Yale benefactor Elihu Yale."
Union formation?.   		3 letters,"MRS.    	Mr. is the abbreviation for ""master"", and Mrs. is the abbreviation for ""mistress""."
Italian exile island.   		4 letters,"ELBA.    	I had a lovely two-week vacation in Tuscany once, including what was supposed to be a two-night stay on the island of Elba. I had envisioned Elba as a place full of history, and maybe it is, but it is also overrun with tourists who use it as a beach getaway. We left after one day and we won't be going back again ..."
Book after Joel.   		4 letters,AMOS.    	Amos is one of the twelve minor prophets in the Hebrew Bible.
Cincinnati baseball team.   		4 letters,"REDS.    	The Red Scare following WWII had such an effect on the populace that it even caused the Cincinnati baseball team to change its name from the Reds. The team was called the Cincinnati Redlegs from 1953-1958, as the management was fearful of losing money due the public distrust of anyone associated with ""Reds""."
Jet black.   		4 letters,"ONYX.    	Onyx is a form of quartz that comes in many different shades, but most often it's the black version that's used for jewelry. The name ""onyx"" comes from the Greek word for ""fingernail"", as onyx in the flesh color is said to resemble a fingernail."
Opposite of baja.   		4 letters,"ALTA.    	In Spanish, 'baja' is 'low' and 'alta' is 'high'."
"""Aloha nui ___"" (warm greeting in Waikiki).   		3 letters","LOA.    	The Hawaiian expression 'Aloha nui loa' translates as 'much love, fondest regards'."
Grp.   		3 letters,"SDS.    	Students for a Democratic Society was a student activist group in the sixties. The group organized the largest student strike in the history of the United States, on April 26, 1968, with about a million students staying away from class that day."
"""Oedipus ___"".   		3 letters","REX.    	'Oedipus Rex' (also 'Oedipus the King') is a tragedy penned by the Ancient Greek playwright Sophocles. The play tells the story of Oedipus, a man who becomes King of Thebes. Famously, Oedipus was destined from birth to murder his father and marry his mother."
Letters on letters to soldiers.   		3 letters,APO.    	Army Post Office.
"""Othello"" villain.   		4 letters","IAGO.    	Iago is the schemer in Shakespeare's ""Othello"". He is a soldier who fought alongside Othello and feels hard done by, missing out on promotion. Iago hatches a plot designed to discredit his rival Cassio by insinuating that Cassio is having an affair with Desdemona, Othello's wife. By the end of the play it's Iago himself who is discredited and Othello (before committing suicide) apologizes to Cassio for having believed Iago's lies. Heavy stuff ..."
"""All Things Considered"" network.   		3 letters","NPR.    	National Public Radio (now just called NPR) was launched in 1970 after President Johnson signed into law the Public Broadcasting Act of 1967. The intent of the act was to provide funding for radio and television broadcasting that wasn't simply driven by profit. As a longtime fan of the state-funded BBC in the UK, I'd have to agree with that intent ..."
Menu general.   		3 letters,"TSO.    	General Tso's chicken is an American creation, often found on the menu of a Chinese restaurant. The name General Tso may be a reference to General Zuo Zontang of the Qing Dynasty, but there is no clear link."
"Where to see ""Outside the Lines"".   		4 letters","ESPN.    	'Outside the Lines"" (OTL) is an ESPN show that has aired since 1990."
Sense of self.   		3 letters,"EGO.    	""Ego"" is another word for ""the self"", and is used conceptually to distinguish oneself from others and the world around one. In psychoanalysis, the ego is that division of the psyche that is most in touch with external reality, the part that is conscious. ""Ego"" is a Latin word meaning ""I""."
"40-Across ending, for short.   		3 letters","TKO.    	In boxing (and other sports), a knockout (KO) is when one of the fighters can't get up from the canvas within a specified time, usually 10 seconds. This can be due to fatigue, injury, or the participant may be truly ""knocked out"". A referee, fighter, or doctor may also decide to stop a fight without a knockout having taking place, especially if there is concern about a fighter's safety. In this case, the bout is said to have been ended by a technical knockout (TKO)."
Mauna ___.   		3 letters,"LOA.    	Mauna Loa on the ""big island"" of Hawaii is the largest volcano on the planet (in terms of volume, not height). The name ""Mauna Loa"" is Hawaiian for ""Long Mountain""."
Early Windows underpinning.   		3 letters,DOS.    	The acronym DOS stands for Disk Operating System.
It borders Lake Huron: Abbr..   		3 letters,"ONT.    	The Canadian province of Ontario takes its name from the Great Lake. In turn, Lake Ontario's name is thought to be derived from ""Ontari:io"", a Huron word meaning ""great lake"". Ontario is home to the nation's capital, Ottawa, as well as Toronto, Canada's most populous city (and capital of the province)."
___ Tomé.   		3 letters,SAO.    	São Tomé is one of two islands off the west coast of Africa that make up the nation of São Tomé and Príncipe.
"Solo of ""Star Wars"".   		3 letters","HAN.    	Han Solo was the space smuggler in ""Star Wars"" played by Harrison Ford. Ford was originally hired by George Lucas just to read lines for actors during auditions for ""Star Wars"", and over time Lucas became convinced that Ford was right for the pivotal role of Han Solo."
"Camera with a mirror-and-prism system, for short.   		3 letters","SLR.    	SLR stands for ""single lens reflex"". Usually cameras with changeable lenses are the SLR type. The main feature of an SLR is that a mirror reflects the image seen through the lens out through the viewfinder, so that the photographer sees exactly what the lens sees. The mirror moves out of the way as the picture is taken, and the image that comes through the lens falls onto unexposed film, or nowadays onto a digital sensor."
Gun in many an action flick.   		3 letters,"UZI.    	The first Uzi submachine gun was designed in the late 1940s by Major Uziel 'Uzi' Gal of the Israel Defense Forces, who gave his name to the gun."
Sch.   		3 letters,"RPI.    	The Rensselaer Polytechnic Institute (RPI) is a private school in Troy, New York. The university is named after its founder Stephen Van Rensselaer who set up the school in 1824. The goal of RPI has always been the ""application of science to the common purposes of life"", an objective set by the founder. Given that, the name for the school's sports teams is quite apt: the Engineers."
Acronym associated with retirement?.   		3 letters,REM.    	REM is an acronym standing for Rapid Eye Movement sleep. REM sleep takes up 20-25% of the sleeping hours and is the period associated with one's most vivid dreams.
Prefix with conservative.   		4 letters,"NEO-.    	By definition, a neoconservative supports the use of American power and military to bring democracy, liberty, equality and human rights to other countries."
Pan Am rival.   		3 letters,"TWA.    	Trans World Airlines (TWA) was a big carrier in the US, but was perhaps even more recognized for its extensive presence in Europe and the Middle East. For many years, especially after the collapse of Pan Am, TWA was considered the unofficial flag carrier for the US. The company started in 1930, the product of a forced merger of Transcontinental Air Transport and Western Air Express. The Transcontinental and Western Air that resulted (the original meaning of the acronym TWA) was what the Postmaster General wanted, a bigger airline to which the Postal Service could award airmail contracts."
Gabriel or Giorgio.   		3 letters,"SAN.    	'San Gabriel' is Spanish for 'Saint Gabriel', and 'San Giorgio' Spanish for 'Saint George'."
"Ingrid's ""Casablanca"" role.   		4 letters","ILSA.    	Ilsa Lund was played by Ingrid Bergman in the 1942 movie ""Casablanca"". I love the words of one critic describing the chemistry between Bogart and Bergman in this film: ""she paints his face with her eyes"". Wow ..."
"Mrs., abroad.   		3 letters",SRA.    	The equivalent of 'Mrs.' in French is 'Mme.' (Madame) and in Spanish is 'Sra.' (Señora).
Prefix with -lithic.   		4 letters,"NEO-.    	A neolith is a stone tool that was produced during the Neolithic Era, the last part of the Stone Age."
"""That's not something I needed to know"".   		3 letters",TMI.    	Too much information! (TMI)
Title box choice.   		3 letters,"MRS.    	Mr. is the abbreviation for ""master"", and Mrs. is the abbreviation for ""mistress""."
Rescue squad letters.   		3 letters,EMS.    	Emergency Medical Services (EMS)
First of a pair of lists.   		3 letters,"DOS.    	You might make two lists, ""dos"" and ""don'ts""."
Psychology 101 topic.   		3 letters,"EGO.    	""Ego"" is another word for ""the self"", and is used to distinguish oneself from others and the world around one. In psychoanalysis, the ego is that division of the psyche that is most in touch with external reality, the part that is conscious. ""Ego"" is a Latin word meaning ""I""."
"[their error, not mine].   		3 letters","SIC.    	[Sic] indicates that a quotation is written as originally found, perhaps including a typo. 'Sic' is Latin for 'thus, like this'. The term is more completely written as 'sic erat scriptum', which translates as 'thus was it written'."
London locale: Abbr..   		3 letters,"ONT.    	The city of London, Ontario lies about halfway between Detroit, Michigan and Toronto, Ontario. Just like the city&#8217;s better known namesake in England, Canada's London is located on a river called the Thames."
Yankee nickname starting in 2004.   		5 letters,"A-ROD.    	Poor old Alex Rodriguez earned more nicknames than just A-Rod. He has been called ""the Cooler"" by some players as there is a perception that teams go cold when he joins them, and hot when he leaves. He has also been called ""A-Fraud"" by teammates because of another perception, that he is over-demanding."
Southwest hikers' destination.   		4 letters,"MESA.    	The city of Mesa, Arizona is in effect a suburb of Phoenix. The original settlement of non-Native Americans was founded by Daniel Webster Jones who led a Mormon group from St. George, Utah. The settlement was first called Jonesville, then Fort Utah and eventually Lehi. A second group of Mormons arrived and formed a settlement on top of a nearby mesa. It was this use of a mesa that eventually gave the city its current name."
Grammy Awards airer.   		3 letters,"CBS.    	The first Grammy Awards Ceremony was held in 1959 and focused on recognizing outstanding achievement in the recording industry. The idea of a Grammy Award came up when recording executives were working on the Hollywood Walk of Fame project in the fifties. These executives concluded that there were many people in the recording industry deserving of accolades but who would probably never make it to the Walk of Fame. As a result, they founded the National Academy of Recording Arts and Sciences. The Academy considered naming the award the 'Eddies' after Thomas Edison, but then opted for 'Grammy' after Edison's invention: the gramophone."
Relative of Mme.   		3 letters,SRA.    	The equivalent of 'Mrs.' in French is 'Mme.' (Madame) and in Spanish is 'Sra.' (Señora).
Madeira Mrs.   		3 letters,"SRA.    	Madeira is a Portuguese-owned archipelago that lies to the southwest of mainland Portugal. Madeira is famous for its wine, which is a fortified beverage (as is port, sherry and Marsala wine)."
