Horatian work.   		5 letters,"EPODE.    	An epode is a lyric poem made up of couplets in which the first line is long, and the second line much shorter. The form was invented by the Greek poet Archilochus, and was most famously used by the Roman poet Horace."
Strike-monitoring org.   		4 letters,NLRB.    	The National Labor Relations Board (NLRB) was set up in 1935. The NLRB is an independent government agency with the roles of conducting elections for labor unions as well as investigating and rooting out any labor practices that are deemed to be unfair.
An item no more.   		4 letters,"EXES.    	An unmarried couple known to be involved with each other might appear in the gossip columns. This appearance as ""an item"" in the papers, led to the use of ""item"" to refer to such a couple, but only since the very early seventies."
O'Brien of late-night TV.   		5 letters,"CONAN.    	Before Conan O'Brien came to fame as a late night talk show host, he was a writer. O'Brien wrote for both ""Saturday Night Live"" and ""The Simpsons""."
"Calrissian of ""Star Wars"" films.   		5 letters",LANDO.    	The character Lando Calrissian was played by actor Billy Dee Williams in two of the 'Star Wars' movies.
2007 Oscar winner Swinton.   		5 letters,"TILDA.    	Tilda Swinton is an English actress, quite famous in her native land. Swinton made a big name for herself outside the UK when she played the 'bad guy' in the 2007 movie 'Michael Clayton', opposite the 'good guy' played by George Clooney."
John who was the first American to orbit the earth.   		5 letters,"GLENN.    	John Glenn is a retired Marine Corps pilot, astronaut and US Senator. As an astronaut, Glenn was the first American to orbit the earth, in 1962, and later became the oldest person to fly in space, in 1998."
Sideshow oddity.   		4 letters,"GEEK.    	The original 'geek' was a sideshow performer, perhaps at a circus. We use the term today for someone regarded as foolish or clumsy, but also for someone who is technically driven and expert, but socially inept."
"""Le ___ Prince"".   		5 letters","PETIT.    	'Le Petit Prince' is a celebrated French novella written by Antoine de Saint-Exupéry and first published in 1943. 'Le Petit Prince' (The LIttle Prince) is the most read book in France, and the book most translated from French. The philosophical tale recounts the story of a stranded pilot meeting a young prince who falls to Earth from an asteroid. Saint-Exupéry was himself a pioneering aviator. He wrote 'Le Petit France' while living in exile in the US due to the German occupation of France during WWII."
Der ___ (Adenauer).   		4 letters,"ALTE.    	Konrad Adenauer was the first Chancellor of West Germany after WWII, taking office in 1949 at the age of 73. Adenauer was 87 years old when he left office. Understandably perhaps, his nickname was 'Der Alte', German for 'the old man'. Adenauer spent much of WWII in prison, courtesy of Herr Hitler."
"Starwort, e.g.   		5 letters",ASTER.    	The starwort is a plant with star-shaped flowers.
An I.Q.   		4 letters,"NORM.    	Although it is correct these days to say that the abbreviation IQ stands for 'intelligence quotient', the term was actually coined by German psychologist William Stern, so it actually is an abbreviation for the German 'Intelligenz-Quotient'."
Tosspot.   		5 letters,"DIPSO.    	""Dipsomania"" is a craving for alcohol to the point of damaging one's health. ""Dipsa"" is the Greek for ""thirst"", hence dipsomania is a ""manic thirst""."
They're between delts and abs.   		4 letters,"PECS.    	'Pecs' is the familiar term for the chest muscle, more correctly known as the pectoralis major muscle. 'Pectus' is a the Latin word for 'breast, chest'."
Western actor Wooley.   		4 letters,"SHEB.    	As well as having his huge hit in 1958 called ""The Purple People Eater"", Sheb Wooley played Ben Miller in the movie ""High Noon"" and co-starred in the TV's ""Rawhide"", playing the role of Pete Nolan. Wooley also wrote the theme song for the long-running television show ""Hee Haw""."
Lao-___.   		3 letters,TZE.    	Lao Tse (also Lao-Tzu) was a central figure in the development of the religion/philosophy of Taoism.
Female org.   		4 letters,"YWCA.    	The Young Women's Christian Association (YWCA) was founded in the mid-1800s about 50 years after the YMCA, although the two organizations have always been independent of each other. Having said that, some YWCA and YMCA organizations have amalgamated at the local level and often share facilities. The YWCA is quite the organization, and is the largest women's group in the whole world."
They're sweeter than sweet potatoes.   		4 letters,"YAMS.    	Although in the US we sometimes refer to sweet potatoes as ""yams"", the yam is actually a completely different family of plants. True yams are more common in other parts of the the world than they are in this country, and are especially found in Africa."
Monsters' mouths.   		4 letters,"MAWS.    	'Maw' is a term used to describe the mouth or stomach of a carnivorous animal. ""Maw"" is also used as slang for the mouth or stomach of a greedy person."
German state whose capital is Dresden.   		6 letters,"SAXONY.    	Saxony is one of the sixteen states of Germany and is located in the east of the country, along the border with Poland and the Czech Republic. The two largest cities in Saxony and Dresden and Leipzig."
"Ernie's ""Sesame Street"" buddy.   		4 letters","BERT.    	For many years, I believed that the ""Sesame Street"" characters Bert and Ernie were named after two roles played in the Christmas classic ""It's a Wonderful Life"". In the movie, the policeman's name is Bert and his taxi-driving buddy is named Ernie. However, the ""Sesame Street"" folks have stated that the use of the same names is just a coincidence."
Hayseed.   		4 letters,"RUBE.    	A 'rube' is person lacking sophistication, often described as ""a country bumpkin"". The term derives from the masculine name 'Reuben', which was considered back in the early 1800s to be a typical name used in rural areas."
"Andy once of ""60 Minutes"".   		6 letters","ROONEY.    	Andy Rooney began his career in newspapers during WWII working for ""Stars and Stripes"" in London. He had some memorable experiences during the war, including flying on the first American bombing raid over Germany. He was also one of the first American journalists to visit the German concentration camps as they were liberated. He started his segment called ""A Few Minutes with Andy Rooney"" on CBS's ""60 Minutes"" way back in 1978, and so was on our screens for over 40 years. Rooney passed away in 2011. He was a cool, cool guy ..."
Tribal healer.   		6 letters,SHAMAN.    	A shaman is a supposed intermediary between the human world and the spirit world.
