_RKS,"ARKS.    	The Torah ark is found in a synagogue, and is the ornamental container in which are stored the Torah scrolls."
NC_,"NCR.    	NCR is an American company that has been in business since 1884, and was originally called the National Cash Register Company. The company has done well in a market where new technologies seem to be constantly disrupting the status quo."
S_AN,"SEAN.    	Actor Sean Penn is a two-time Oscar winner, for his roles in 'Mystic River' released in 2003 and 'Milk' released in 2008. Penn's celebrity on screen is only matched with his fame off the screen. Apart from his 'big name' marriages to singer Madonna and actress Robin Wright, Penn is also well known for political and social activism. He perhaps inherited some of his political views from his father, actor and director Leo Penn. As an actor, Leo refused to 'name names' in front of the House Un-American Activities Committee and so was blacklisted in Hollywood and had to move into directing to put bread on the table. In later years as a director he gave his son Sean his first acting role, in a 1974 episode of 'Little House on the Prairie'."
E_O,ECO.    	Ecocide is the wanton destruction of the natural environment.
I_AO,"ISAO.    	Isao Aoki is one of Japan's greatest golfers, now playing on the senior circuit. Aoki's best finish in a major tournament was runner-up to Jack Nicklaus in the 1980 US Open. Aoki is relatively tall (6 feet), and his height earned him the nickname 'Tower', after the Tokyo Tower."
E_E,"EYE.    	Horus was one of the oldest gods in Ancient Egyptian religion. Most often, Horus was depicted as a falcon or a man with a falcon head. The Eye of Horus was a common symbol used in Ancient Egypt, a symbol of protection and royal power."
_EA,"LEA.    	Lea Michele is both an actor and a singer, and started performing as a child actor on Broadway, including appearances in ""Les Miserables"" and ""Fiddler on the Roof"". These days she plays Rachel Berry on the Fox TV show ""Glee""."
_INA,"TINA.    	Tina Brown is a British/American journalist and author. Brown wrote 'The Diana Chronicles', a biography of Diana, Princess of Wales, of whom Brown was a personal friend. She emigrated to the US in 1984 to become editor for 'Vanity Fair', and later took the helm at 'The New Yorker'."
YE_S,"YENS.    	The word ""yen"", meaning ""urge"", has been around in English since the very early 1900s. It comes from the earlier word ""yin"" imported from Chinese, which was used in English to describe an intense craving for opium!"
YS_,"YSL.    	Yves Saint-Laurent (YSL) was a French fashion designer, actually born in Algeria. Saint-Laurent started off working as an assistant to Christian Dior at the age of 17. Dior died just four years later, and as a very young man Saint-Laurent was named head of the House of Dior. However, in 1950 Saint-Laurent was conscripted into the French Army and ended up in a military hospital after suffering a mental breakdown from the hazing inflicted on him by his fellow soldiers. His treatment included electroshock therapy and administration of sedatives and psychoactive drugs. He was released from hospital, managed to pull his life back together and started his own fashion house. A remarkable story ..."
RO_N,"ROAN.    	A roan horse has an even mixture of white and colored hairs on the body with the head, lower legs, mane and tail having a more solid color."
E_TD,ESTD.    	Established (estd.)
SS_S,"SSNS.    	The main purpose of a Social Security Number (SSN) is to track individuals for the purposes of taxation, although given its ubiquitous use, it is looking more and more like an ""identity number"" to me. The social security number system was introduced in 1936. Prior to 1986, an SSN was required only for persons with substantial income so many children under 14 had no number assigned. For some years the IRS had a concern that a lot of people were claiming children on their tax returns who did not actually exist. So, from 1986 onward, it is a requirement to get an SSN for any dependents over the ago of 5. Sure enough, in 1987 seven million dependents ""disappeared""."
RO_,ROM.    	Read only memory (ROM)
ALIC_,"ALICE.    	In Lewis Carroll's ""Alice's Adventures in Wonderland"", towards the end of the story Alice finds herself as a witness in a trial in front of the King and Queen of Hearts. Alice becomes somewhat obstreperous, earning the famous rebuke from the Queen, ""Off with her head!"" Alice stands her ground and simply retorts, ""You're nothing but a pack of cards!"""
ES_E,"ESTE.    	The Villa d'Este is a beautiful Renaissance villa situated close to Tivoli near Rome, Italy."
ACE_,"ACER.    	I am typing away right now in an Acer laptop, for my money the most reliable machine at the best price. Acer is a Taiwanese company that I used to visit a lot when I was in the electronics business. I was very impressed with the company's dedication to quality, and haven't been let down since."
_TA,"UTA.    	Uta Pippig is long-distance runner from Germany. Pippig became the first woman to win the Boston Marathon on three consecutive occasions, from 1994 to 1996."
EF_,"EFT.    	Newts wouldn't be my favorite animals. They are found all over the world living on land or in water depending on the species, but always associated with water even if it is only for breeding. Newts metamorphose through three distinct developmental stages during their lives. They start off as larvae in water, fertilized eggs that often cling to aquatic plants unlike the eggs of frogs and toads which float freely. The eggs hatch into tadpoles, the first developmental form of the newt. After living some months as tadpoles swimming around in the water, they undergo another metamorphosis, sprouting legs and replacing their external gills with lungs. At this juvenile stage they are known as efts, and leave the water to live on land. A more gradual transition takes place then, as the eft takes on the lizard-like appearance of the adult newt."
_AM,"TAM.    	A tam o'shanter is a man's cap traditionally worn by Scotsmen. ""Tams"" were originally all blue (and called ""blue bonnets""), but as more dyes became readily available they became more colorful. The name of the cap comes from the title character of Robert Burns' poem ""Tam O'Shanter""."
THA_,"THAI.    	Bangkok is the capital city of Thailand. The exact etymology of the name 'Bangkok' seems unclear, although ""bang' is a Thai word meaning 'a village situated on a stream'."
AG_,"AGE.    	Sir Tom Stoppard is a British playwright, his most famous work probably being ""Rosencrantz and Guildenstern Are Dead"" (which I saw years ago, and slept through!). He also writes screenplays, and was co-writer for the 1998 movie ""Shakespeare in Love""."
_LIAD,"ILIAD.    	'The Iliad' is an epic poem by the Greek poet Homer, which tells the story of the ten-year siege of Ilium (also known as Troy) during the Trojan war. 'The Odyssey', also attributed to Homer, is sometimes described as a sequel to 'The Iliad'."
_PM,RPM.    	Revolutions per minute (rpm)
S_OA,"STOA.    	A stoa was a covered walkway in Ancient Greece. A stoa usually consisted of columns lining the side of a building or buildings, with another row of columns defining the other side of the walkway. The columns supported a roof. Often stoae would surround marketplaces in large cities."
B_A,"BSA.    	As every little boy knows, the Scouting movement was founded by Lord Baden Powell, in 1907. The Boy Scouts of America soon followed, in 1910."
DEC_,"DECO.    	Art Deco is the name given to a style of design and architecture of the 1920s, that actually had its roots in Belgium and then spread throughout Europe before arriving in North America. Celebrated examples of art deco architecture are the magnificent Chrysler Building in New York City completed in 1930, and the GE Building that sits in the middle of Rockefeller Center also in New York City, with the address of ""30 Rock""."
_LO,"FLO.    	Progressive is a popular auto insurance company, the one that uses the perky character named 'Flo' as a spokeswoman. Flo is played by comedienne and actress Stephanie Courtney."
SO_O,"SOHO.    	The Manhattan neighborhood known today as SoHo was very fashionable in the early 1900s, but as the well-heeled started to move uptown the area became very run down and poorly maintained. Noted for the number of fires that erupted in derelict buildings, SoHo earned the nickname 'Hell's Hundred Acres'. The area was then zoned for manufacturing and became home to many sweatshops. In the mid-1900s artists started to move into open loft spaces and renovating old buildings as the lofts were ideal locations in which an artist could both live and work. In 1968, artists and others organized themselves so that they could legalize their residential use of an area zoned for manufacturing. The group they formed took its name from the name given to the area by the city's Planning Commission i.e 'South of Houston'. This was shortened from So-uth of Ho-uston to SoHo as in the SoHo Artists Association, and the name stuck."
ENIA_,"ENIAC.    	The acronym ENIAC stands for Electronic Numerical Integrator and Calculator (although many folks insist that the C was for ""Computer""). ENIAC was the first general-purpose electronic computer. It was designed to calculate artillery firing tables, but it ended up being used early on to make calculations necessary for the development of the hydrogen bomb. Given its uses, it's not surprising to hear that development of ENIAC was funded by the US Army during WWII."
IP_D,"IPAD.    	The very exciting iPad isn't Apple's first foray into the world of tablet computing by any means. Apple created great buzz by introducing the Newton MessagePad way back in 1993. This innovative machine was fraught with problems and really died a very slow death, finally being withdrawn from the market in 1998."
_ATE,"NATE.    	'Big Nate' is a comic stirp that was launched in 1991, written and illustrated by Lincoln Peirce. The hero of the strip is a rebellious sixth-grader named Nate Wright."
STEN_,"STENO.    	Stenography is the process of writing in shorthand. The term comes from the Greek ""steno"" (narrow) and ""graphe"" (writing)."
I_ET,"ICE-T.    	Rapper Ice-T must be sick of having his name come up as an answer in crossword puzzles. Maybe he should have stuck to his real name, Tracy Marrow? Then again, maybe not ... Ice-T has been interested in acting for decades and made his film debut in the 1984 movie about break-dancing called 'Breakin''. He has also played Detective Fin Tutuola in the TV show 'Law & Order: Special Victims Unit' since the year 2000."
TO_,"TOR.    	The Toronto Blue Jays baseball franchise was founded in 1977. The Blue Jays are the only team based outside the US to have won a World Series, doing so in 1992 and 1993. And since the Montreal Expos relocated to Washington, the Blue Jays are the only Major League Baseball team now headquartered outside of the US."
U_B,"USB.    	Universal Serial Bus (USB) is an industry standard dealing with how computers and electronic devices connect and communicate, and deal with electrical power through those connections."
F_O,"FLO.    	The American track and field athlete Florence Griffith-Joyner was also known as Flo-Jo. Flo-Jo's world records for the 100 and 200 meters were set in 1988, and amazingly they still stand today. Sadly, Flo-Jo was only 38 years old when she died in her sleep in 1998 due to epilepsy."
WA_O,"WACO.    	Remember Ken Starr of Whitewater fame? He is now the President of Baylor University in Waco, Texas."
_MAM,"IMAM.    	An imam is a Muslim leader, often the person in charge of a mosque or perhaps a Muslim community."
P_I,"POI.    	I am a big fan of starch (being an Irishman I love potatoes). That said, I think that poi tastes horrible! Poi is made from the bulbous tubers (corm) of the taro plant by cooking the corm in water and mashing it until the desired consistency is achieved."
_TOA,"STOA.    	A stoa was a covered walkway in Ancient Greek architecture. It usually consisted of columns lining the side of a building or buildings, with another row of columns defining the other side of the walkway. The columns supported a roof. Often stoae would surround marketplaces in large cities."
