Sacred symbol of ancient Egypt.   		4 letters,"IBIS.    	The ibis a wading bird, revered in ancient Egypt. ""Ibis"" is an interesting word grammatically speaking. You can have one ibis, two ibises and a flock of ibis. And if you want to go with the classical plural, you can have two ibides!"
Sommer of film.   		4 letters,"ELKE.    	Elke Sommer is a German-born actress who was at the height of her success on the silver screen in the sixties. Sommer won a Golden Globe as Most Promising Newcomer Actress for her role opposite Paul Newman in 1964's ""The Prize"". She also sings and has released several albums. Now Sommer focuses on painting, producing artwork that is strongly influenced by the great Marc Chagall."
Tulsa sch.   		3 letters,"ORU.    	Oral Roberts University (ORU) is a private school in Tulsa, Oklahoma. ORU was founded relatively recently, in 1963 by the late evangelist Oral Roberts."
___ lily.   		4 letters,"SEGO.    	The Sego Lily is the state flower of Utah, and is a perennial plant found throughout the Western United States."
Inexpensive pro shop buys.   		4 letters,TEES.    	Those would be golf tees at the pro shop.
Suffix on an AriZona can.   		4 letters,"-ADE.    	The AriZona Beverage Company makes a line of flavored iced teas. Paradoxically, the company is based in Woodbury, New York, and not Arizona."
People's 1992 Sexiest Man Alive.   		5 letters,"NOLTE.    	The actor Nick Nolte got his first big break playing opposite Jacqueline Bisset and Robert Shaw in 'The Deep', released in 1976. Prior to that he had worked as a model, and in fact appeared in a magazine advertisement for Clairol in 1972 alongside fellow model Sigourney Weaver."
Small amounts.   		5 letters,"IOTAS.    	Iota is the ninth letter in the Greek alphabet. We use the word ""iota"" to portray something very small as it is the smallest of all Greek letters."
Some M.I.T. grads: Abbr..   		3 letters,EES.    	Many graduates of the Massachusetts Institute of Technology (MIT) are electrical engineers (EEs).
Eastern nanny.   		4 letters,"AMAH.    	""Amah"" is an interesting word in that we associate it so much with Asian culture and yet it actually comes from the Portuguese ""ama"" meaning ""nurse"". Ama was imported into English in the days of the British Raj in India when a wet-nurse became known as an ""amah""."
"Mönch and Eiger, for two.   		4 letters","ALPS.    	The Mönch is one of the Bernese Alps in Switzerland. It is one of three mountains in a very recognizable ridge, alongside the more famous Eiger and Jungfrau."
Bygone bird.   		3 letters,"MOA.    	Moas were flightless birds native to New Zealand, and are now extinct. The fate of the Moa is a great example of the detrimental effect that humans can have on animal populations. The Maoris arrived in New Zealand about 1300 AD, upsetting the balance of the ecosystem. The Moa were hunted to extinction within 200 years, which in turn caused the extinction of the Haast's Eagle, the Moa's only predator prior to the arrival of man."
Réunion and others.   		4 letters,"ILES.    	Réunion is a French island in the Indian Ocean, located east of Madagascar. As the island is a department of France, and has the same status as French domestic departments, it is actually part of the European Union."
Zilch.   		3 letters,"NIL.    	We use the term 'zilch' to mean 'nothing'. Our current usage evolved in the sixties, before which the term was used to describe 'meaningless speech'. There was a comic character called Mr. Zilch in the 1930s in 'Ballyhoo' magazine. Mr. Zilch's name probably came from the American college slang 'Joe Zilch' that was used in the early 1900s for 'an insignificant person'."
Letters said with a shout.   		4 letters,"TGIF.    	Thank God It's Friday is a relatively recent expression, first used in Akron, Ohio. It was a catchphrase used by disk jockey Jerry Healy of WAKR, in the early seventies."
"A, in Acapulco.   		3 letters","UNA.    	The Mexican city of Acapulco is on the southwest coast of the country, in the state of Guerrero. The name 'Acapulco' translates from the local language into 'at the big reeds'."
Source of strength.   		5 letters,"SINEW.    	Sinew is another name for a tendon. Tendons are bands of collagen that connect muscle to bone. Tendons are similar to ligaments and fasciae, which are also connective tissue made out of collagen, but ligaments join bone to bone, and fasciae connect muscle to muscle."
Marco ___ (shirt sold on Rubio's website).   		4 letters,"POLO.    	Yep, we can buy 'Marco Polo shirts' on the website of US Senator Marco Rubio."
Pioneering stand-up comedian.   		4 letters,"SAHL.    	Mort Sahl is a Canadian-born actor and comedian who moved to the US with his family when he was a child. Sahl became friends with John F. Kennedy. When Kennedy became president, Sahl wrote a lot of jokes for the President's speeches, although he also told a lot of Kennedy jokes in his acts. After the President was assassinated in 1963, Sahl was intensely interested in finding out who was behind the crime and even got himself deputized as a member of one of the investigating teams. He was very outspoken against the results of the Warren Commission report on the assassination, and soon found himself out of favor with the public. It took a few years for him to make his comeback, but come back he did."
Preppy wear.   		4 letters,"POLO.    	René Lacoste was a French tennis player who went into the clothing business, and came up with a more comfortable shirt that players could use. This became known as a 'tennis shirt'. When it was adopted for use in the sport of polo, the shirts also became known as 'polo shirts'. And then the 'golf shirt' is basically the same thing."
"Indian chief, once.   		5 letters","NEHRU.    	Jawaharlal Nehru was the very first prime minister of India, serving from 1947-64. Nehru was basically the heir to his mentor, Mahatma Gandhi. Nehru's only daughter, Indira, also became prime minister (known as Indira Gandhi, though she was no relation to Mahatma)."
"""Aladdin"" monkey.   		3 letters","ABU.    	Abu is a monkey in the Disney production of ""Aladdin"". The character is based on Abu, a thief in the 1940 film ""The Thief of Baghdad""."
"Liberty's home, for short.   		3 letters","MSG.    	Madison Square Garden (MSG) is an arena in New York City used for a variety of events. In the world of sports it is home to the New York Rangers of the NHL, as well as the New York Knicks of the NBA and New York Liberty of the WNBA. 'The Garden' is also the third busiest music venue in the world in terms of ticket sales. The current arena is the fourth structure to bear the name, a name taken from the Madison Square location in Manhattan. In turn, the square was named for James Madison, the fourth President of the US."
Big name in crackers.   		4 letters,RITZ.    	I've always liked Ritz crackers. They've been around since 1934 when they were introduced by Nabisco. The name Ritz was chosen because the marketing folks felt that the association with Ritz-Carlton would evoke images of wealth and the high life.
___ esprit.   		3 letters,"BEL.    	'Bel esprit' is French for 'high mind', and we use it to mean someone who is cultivated and highly intelligent, or perhaps someone who is witty. The plural of 'bel esprit' is 'beaux esprits'."
Tangle.   		5 letters,"SNAFU.    	SNAFU is an acronym standing for Situation Normal: All Fouled Up (well, that's the ""polite"" version!). As you might imagine, the term developed in the US Army, during WWII."
