TERR_,"TERRA.    	The name ""terra cotta"" comes to us from Latin via Italian and means ""baked earth"". Terra cotta is a ceramic made from clay which is left unglazed. Maybe the most famous work in terra cotta is the Terracotta Army, the enormous collection of life-size figures that was buried with the Qin Shi Huang, the First Emperor of China around 210 BC. I had the privilege of seeing some of this collection when it toured the US a few years ago, and just the few pieces on display were so very impressive."
IM_,"I'M A.    	""I'm a Rocker"" is song by Bruce Springsteen released on his 1980 double album ""The River""."
TE_RA,TERRA.    	'Terra firma' is the Latin for 'solid ground'.
T_BA,"TUBA.    	The tuba is the lowest pitched of all the brass instruments, and one of the most recent additions to the modern symphony orchestra (usually there is just one tuba included in an orchestral line-up). ""Tuba"" is the Latin word for ""trumpet, horn"". Oom-pah-pah ..."
DOH_,"DOHA.    	Doha is the capital city of the state of Qatar located on the Persian Gulf. The name ""Doha"" translates from Arabic as ""the big tree""."
DE_,"DEF.    	The slang word ""def"" meaning ""excellent, cool"" may come from the word ""definite"". A word I'd only come across in crosswords ..."
R_EG,"ROEG.    	Nicolas Roeg is a film director from England with quite the pedigree when it comes to association with great movies. He contributed to 1962's 'Lawrence of Arabia', and he himself directed noted films like 'Walkabout' (1972), 'Don't Look Now' (1973) and 'The Man Who Fell to Earth' (1976)."
_IX,"SIX.    	Famously, King Henry VIII had six queens consort. There is a rhyme that is commonly used to help remember the fates of each of his wives, which goes:"
LO_TO,"LOTTO.    	Originally ""Lotto"" was a type of card game, with ""lotto"" being the Italian for ""a lot"". We've used ""lotto"" to mean a gambling game since the late 1700s."
TAS_,"TASS.    	TASS is the abbreviation used for the former news agency that had the full name Telegraph Association of the Soviet Union (Telegrafnoe Agentstvo Sovetskogo Soyuza). When the Soviet Union dissolved in 1992, the Moscow-based agency's scope changed along with its name. It is now known as the Information Telegraph Agency of Russia (ITAR-TASS)."
FOSS_,"FOSSE.    	Bob Fosse won more Tony Awards for choreography than anyone else, a grand total of eight (and another Tony for direction). Fosse also won an Oscar for Best Director for his 1972 movie 'Cabaret', even beating out the formidable Francis Ford Coppola who was nominated that same year for 'The Godfather'."
_OT,"TOT.    	A 'onesie' is a baby's bodysuit, and is a common gift at a baby shower."
AB_Y,"ABBY.    	The advice column ""Dear Abby"" first appeared in 1956. Abby was Pauline Phillips back then, but now the column is written by Jeanne Phillips, her daughter. The full name of the ""Abby"" pen name is Abigail Van Buren, which Pauline Philips came up with by combining ""Abigail"" from the biblical Book of Samuel, and ""Van Buren"" from the former US president."
_ATS,"EATS.    	""Grub"" is slang for food. The word 'grub' has been used in this sense since way back in the 1600s, possible derived from birds eating grubs."
IN_,"INK.    	I bought myself a Kindle Fire HD not that long ago. I've started reading e-books for the first time in my life, as well as enjoying other computing options available with the tablet device. I love it ..."
U_D,"UND.    	Greater Grand Forks is also called the Grand Cities, and is made up of the twin cities of Grand Forks, North Dakota and East Grand Forks, Minnesota. The Grand Forks name comes from the French ""Les Grand Fourches"" (The Big Forks) which was the name given to the area as it is located at the forks of the Red River and Red Lake River."
S_POR,"SAPOR.    	""Sapor"" is another word for a flavor, a quality that can be tasted. ""Sapor"" is the Latin word for ""taste, flavor""."
D_I,"DUI.    	In some states, there is no longer a legal difference between a DWI (Driving While Intoxicated) and a DUI (Driving Under the Influence). Other states retain that difference, so that by definition a DUI is a lesser offence than a DWI."
_SS,"SSS.    	In the event of a military draft, the Selective Service System (SSS) would hold a lottery to determine who would be called up."
U_NA,"USNA.    	President Jimmy Carter is a graduate of the US Naval Academy. He served in the Navy on surface ships and submarines, and chose to pursue a career in the submarine service as he was interested in nuclear power and believed it had a great future in submarine design. As a result, he became an expert in nuclear propulsion. In 1952, the Navy sent him to the Chalk River Laboratories in Canada to lead the US effort to shutdown the reactor after an accident and partial meltdown of a reactor core. He and his team had to be lowered into the leaking reactor core for mechanical disassembly, staying there for only seconds at a time to minimise exposure to radiation. Decades later as US President, it was this experience that influenced his decision not to complete the development of the neutron bomb."
O_ES,"OLES.    	We translate the Spanish phrase ""Plaza de Toros"" as ""bullring"", and bullfighting is known as ""corrida de toros"" in Spain. Bullfighting can also be seen in Portugal, southern France and in parts of Latin America."
S_AR,"SCAR.    	'Arthroscopy' is surgery that is minimally invasive and is performed on a joint, often the knee, hip or shoulder."
CAE_,"CAEN.    	Caen, on the River Orne, lies in the Calvados department of France in the northwest of the country. Caen is famous for the WWII Battle of Caen that left the town practically destroyed. Caen is also the burial place of the Norman King William I of England, also known as William the Conqueror after his victory at the Battle of Hastings in 1066."
ES_,"ESE.    	The name Sri Lanka translates from Sanskrit into English as ""venerable island"". Before 1970, Sri Lanka was known as Ceylon, a name given to the country during British rule."
_OM,"POM.    	The Pomeranian is a breed of small dog, named for the Pomerania region of Europe (part of eastern Germany and northern Poland). The breed was much loved by the royalty of Europe in the 17th and 18th centuries. In the 19th century, Queen Victoria owned a particularly small Pomeranian. Due to the notoriety of the monarch's pet, the Pomeranian was bred for small size, so that during the Queen's admittedly long reign, the size of the average ""pom"" was reduced by 50% ..."
O_H,"OSH.    	Osh is the second largest city in the former Soviet Republic of Kyrgyzstan. Osh was a center of silk production and lies along the old Silk Road, the trade route that traversed Asia."
