Product once pitched by Michael Jackson and Mariah Carey.   		5 letters,"PEPSI.    	The Jackson Five agreed in 1983 to promote Pepsi products in a deal worth $5 million, which at the time was a record for a celebrity endorsement. While the brothers were filming a Pepsi Cola commercial in 1984, pyrotechnics accidentally set Michael Jackson's hair on fire causing second-degree burns."
Neighbor of Bhutan.   		5 letters,"INDIA.    	The Kingdom of Bhutan is located between India and China, at the eastern end of the Himalayas. One interpretation of the name ""Bhutan"" is that it comes from the Sanskrit words meaning ""at the end of Tibet"". This makes sense, as Bhutan lies immediately south of Tibet (now part of China)."
Layered hairdo.   		4 letters,SHAG.    	A shag cut is a layered hairstyle. Meg Ryan was famous for wearing a shag cut for many years.
Vitamin label amts.   		4 letters,"RDAS.    	The Recommended Daily Allowances were introduced during WWII, and were replaced by the Recommended Daily Intakes in 1997."
Ovid's others.   		4 letters,ALIA.    	'Alia' is Latin for 'others'.
Inter ___.   		4 letters,"ALIA.    	Inter alia means ""among other things"" in Latin."
Ankle bones.   		5 letters,"TARSI.    	The tarsals are the ankle bones, equivalent to the carpals in the wrist."
Lead-in to Bear or Berra.   		4 letters,"YOGI.    	The cartoon character Yogi Bear made his debut for Hanna-Barbera in 1958 on ""The Huckleberry Hound Show"" before he was given his own series. Do you remember that collar that Yogi wore around his neck? That was a little trick from the animators. By using the collar, for many frames all they had to do was redraw everything from the collar up, saving them lots and lots of time."
Partiers on March 17.   		5 letters,"IRISH.    	There is a fair amount known about St. Patrick, some of which comes from two letters written in his own hand. St. Patrick lived in the fifth century, but was not born in Ireland. He was first brought to Ireland at about 16 years of age from his native Britain, by Irish raiders who made him a slave for six years. Patrick managed to escape and returned to his homeland where he studied and entered the Church. He went back to Ireland as a bishop and a missionary and there lived out the rest of his life. There seems to be good evidence that he died on March 17th (now celebrated annually as St. Patrick's Day), although the year is less clear. The stories about shamrock and snakes, I am afraid they are the stuff of legend."
Black birds.   		4 letters,"ANIS.    	The tropical bird called the ani is related to the cuckoo, although anis don't go around robbing other birds nest as do the cuckoos."
Fatty cut of fish at a sushi bar.   		4 letters,"TORO.    	In a sushi restaurant, the dish called 'toro' is the fatty tissue from belly of the bluefin tuna."
Et ___ (and others).   		4 letters,"ALII.    	Et alii is the equivalent of et cetera, with et cetera being used in place of a list of objects, and et alii used for a list of names."
Pawn jumpers: Abbr..   		3 letters,"KTS.    	It is believed that the game of chess originated in northwest India, evolving from a 6th-century game called ""caturanga"", a Sanskrit word meaning ""four divisions"". These four (military) divisions were represented in the game:"
"""___ a bird ..."".   		4 letters",IT'S.    	It's a bird. It's a plane. it's Superman!
"Bubbly brand, for short.   		4 letters","MOET.    	Moët & Chandon is a French winery, one of the world's largest producers of champagne. The company was founded by wine trader Claude Moët in 1743. The name was changed to Moët & Chandon in the 1830s when Pierre-Gabriel Chandon, an in-law to the Moët family, was given co-ownership. Moët & Chandon owns the famous Dom Pérignon brand name, honoring the Benedictine monk who did so much to improve the quality of champagne."
Algerian port.   		4 letters,"ORAN.    	Oran lies on the Algerian coast, and is famous for being the port where the French Navy was largely destroyed by the British during WWII in order to avoid the French vessels falling into the hands of Nazi Germany after France surrendered. This decisive and unexpected unilateral action by the British sent a very strong message around the world that Britain was willing to fight alone against the axis powers if necessary."
"The ""p"" of r.p.m.   		3 letters",PER.    	Revolutions per minute (rpm)
Part of N.B.   		4 letters,"NOTA.    	Nota bene is the Latin for ""note well"""
