"Sorvino of ""Mighty Aphrodite"".   		4 letters","MIRA.    	Mira Sorvino is an American actress, winner of an Oscar for her supporting role in the 1995 Woody Allen movie ""Mighty Aphrodite"". Sorvino also played a title role opposite Lisa Kudrow in the very forgettable ""Romy and Michele's High School Reunion""."
"""I Wish"" rapper ___-Lo.   		4 letters","SKEE.    	Skee-Lo is the stage name of rap artist Antoine Roundtree who is best known for his 1995 song 'I Wish'. Skee-Lo now lives in Winnebago, Wisconsin where he owns an auto dealership."
"Cleveland ___, O.   		3 letters",HTS.    	Cleveland Heights is a city in Ohio.
Largest blood vessel.   		5 letters,AORTA.    	The aorta originates in the heart and extends down into the abdomen. It is the largest artery in the body.
Turkish title.   		4 letters,"AGHA.    	An aga, or agha, is a title that was used by both civil and military officials in the Ottoman Empire."
"AOL, for one.   		3 letters","ISP.    	An Internet Service Provider (ISP) is just what its name indicates, a company that provides its customers with access to the Internet. One way that ISPs differentiate themselves from each other is in the way that the end users are connected to the ISPs network. So, there are cable ISPs, DSL ISPs, dial-up ISPs and satellite ISPs. I'd go with cable if I were you, if it's available in your area ..."
"___-Detoo (""Star Wars"" droid).   		5 letters","ARTOO.    	Artoo's proper name is R2-D2, the smaller of the two famous droids from ""Star Wars"". British actor, Kenny Baker, who stands just 3 ft 8 ins tall, has been the man inside the R2-D2 droid for all six of the ""Star Wars"" movies."
Major tributary of the Missouri.   		5 letters,OSAGE.    	Much of the Osage River in Missouri is now taken up by two large reservoirs created behind two dams that provide power for St. Louis and the surrounding area. The two reservoirs are the Truman Reservoir and the Lake of the Ozarks.
"Home to van Gogh's ""The Starry Night,"" in brief.   		4 letters","MOMA.    	The Starry Night' is a Van Gogh masterpiece depicting what the artist could see from the window of his room in a sanitarium near the village of Saint-Rémy-de-Provence. I am somewhat ashamed to note that one reason I know this painting so well is that I put together a 2,000-piece jigsaw puzzle last Christmas depicting 'The Starry Night'."
Last word of grace.   		4 letters,"AMEN.    	The word 'amen' is translated as 'so be it'. 'Amen' is said to be of Hebrew origin, but it is likely to be also influenced by Aramaic and Arabic."
Garfield's owner.   		3 letters,"JON.    	Jon Arbuckle is a fictional character, the owner of Odie from Jim Davis's comic strip ""Garfield"". Garfield is Arbuckle's orange tabby cat. Odie is his less-than-smart beagle."
"___ Saknussemm, discoverer of the center of the earth in ""Journey to the Center of the Earth"".   		4 letters","ARNE.    	'Journey to the Center of the Earth"" is an 1864 science-fiction novel by French author Jules Verne. The book has been adapted for the big screen a few times, perhaps most notably in 1959 with James Mason and Pat Boone starring."
"Comcast, e.g., for short.   		3 letters","ISP.    	An Internet Service Provider (ISP) is just what the name indicates, a company that provides its customers with access to the Internet."
32-card game.   		4 letters,"SKAT.    	When I was a teenager in Ireland, I had a friend with a German father. The father taught us the game of Skat, and what a great game it was. It originated in Germany in the 1800s and is to this day the most popular game in the country. I haven't played it in decades."
Subject to dispute.   		4 letters,"MOOT.    	To moot' is to bring up as a subject for discussion or debate. So, something that is moot is open to debate. Something that is no longer moot, is no longer worth debating. We don't seem to be able get that right ..."
Aluminum foil alternatives?.   		5 letters,EPEES.    	The French word for sword is épée. In competitive fencing the épée is connected to system that records an electrical signal when legal contact is made on an opponent's body.
Burial site of early Scottish kings.   		4 letters,"IONA.    	Although the small island of Iona lies just off the west coast of Scotland, it was the site of a monastery built in the Middle Ages by a monk from Ireland, Colm Cille (also known as Columba). Colm Cille and his followers were sent into exile from the Irish mainland, and settled in Iona, as at that time it was part of an Irish kingdom. This monastery in Iona expanded its influence over the decades, founding other institutions all over Ireland and Great Britain. It is believed that the famous Book of Kells, now housed in Trinity College, Dublin, may have been written, or at least started, at the monastery."
Fam.   		3 letters,REL.    	A relative is member of the family.
"""Iliad"" figure.   		4 letters","AJAX.    	As described in Homer's ""Iliad"", Hector was a Trojan prince and a great fighter. During the war with the Greeks, in order avoid a bloody battle, Hector challenges any one of the Greek warriors to a duel. Ajax is chosen by the Greeks, and the two fight for an entire day before they declare a stalemate."
"Her name is Norwegian for ""beautiful woman who leads you to victory"".   		4 letters","SIRI.    	Siri is software application that works with Apple's iOS operating system. 'Siri' is an acronym standing for Speech Interpretation and Recognition Interface. You've probably seen the ads on television, with folks talking to their iPhones asking for information and responding with a voice. I hear that Google is a little scared by Siri, as Siri is non-visual. There's no need to touch a screen or a keyboard to work with Siri, no opportunity to click on one of Google's ads! By the way, voice-over artist Susan Bennett recently revealed herself as the female American voice of Siri. The British version of Siri is called Daniel, and the Australian version is called Karen. By the way, 'Siri' is a Norwegian name meaning 'beautiful woman who leads you to victory', and was the name the developer had chosen for his first child."
Building block.   		4 letters,"LEGO.    	Lego is manufactured by Lego Group, a privately held company headquartered in Billund, Denmark. The company was founded by a carpenter called Ole Kirk Christiansen in 1934 and the now-famous plastic interlocking blocks were introduced in 1949. The blocks were originally sold under the name ""Automatic Binding Bricks"" but I think ""Lego"" is easier to remember! The name ""Lego"" comes from the Danish term ""leg godt"" meaning ""play well""."
Squeeze (out).   		3 letters,"EKE.    	To ""eke out"" means to ""make something go further or last longer"". For example, you could eke out your income by cutting back on expenses."
Assembly area.   		5 letters,"AGORA.    	In early Greece the agora was a place of assembly. Often the assemblies were quite formal, perhaps for the reading of a proclamation. Later in Greek history, things became less formal as the agora evolved into a market place. Our contemporary word ""agoraphobia"" comes from agora, in the sense that a sufferer has a fear of open spaces, a fear of ""public meeting places""."
Yom Kippur War politician.   		4 letters,"MEIR.    	Golda Meir was known as the ""Iron Lady"" when she was Prime Minister of Israel, long before that sobriquet came to be associated with British Prime Minister Margaret Thatcher. Golda Meir was born Golda Mabovitch in Kiev (in modern-day Ukraine), and when she was a young girl she moved with her family to the United States and settled in Milwaukee. As a teenager she relocated to Denver where she met and married Morris Meyerson, at the age of 19. She and her husband joined a kibbutz in Palestine in 1921, when she was in her twenties. Meir had been active in politics in the US, and continued her political work in Palestine. She was very influential during WWII, and played a leading role in negotiations after the war leading to the setting up of the state of Israel. By the time she was called on to lead the country, Meir had already retired, citing exhaustion and ill health. But serve she did, and led Israel during turbulent times (e.g. the massacre at the Munich Olympics, and the Yom Kippur War). She eventually resigned in 1974, saying that was what the people wanted."
Sophocles title hero.   		4 letters,"AJAX.    	Sophocles was one of three ancient Greek tragedians whose work has survived. The first of the trio was Aeschylus, the second Sophocles, and the third Euripides. Sophocles is believed to have written 123 plays, including the most famous, ""Antigone"" and ""Oedipus the King"". He also wrote a pay called 'Ajax'."
Cell part.   		5 letters,ANODE.    	The two terminals of a battery are called the anode and the cathode. Electrons travel from the anode to the cathode creating an electric current.
Latin word on a cornerstone.   		4 letters,"ANNO.    	Anno (plural 'anni') is the Latin for ""year""."
Fit of fever.   		4 letters,"AGUE.    	An ague is a fever, one usually associated with malaria."
Kinkajou cousin.   		5 letters,"COATI.    	A coati is a member of the raccoon family and is also known as the Brazilian aardvark, or the snookum bear. The coati is native to Central and South America, but can also be found in the southwest of the United States."
Pack animal.   		5 letters,"LLAMA.    	The wool from a llama is much softer than that from a sheep, and it is also free from lanolin."
Dirty Harry's org.   		4 letters,SFPD.    	'Dirty' Harry Callahan was the protagonist in a series of five movies starring Clint Eastwood:
"""The Grapes of Wrath"" figure.   		4 letters","OKIE.    	John Steinbeck's 'The Grapes of Wrath' is set during the Great Depression. The novel tells the story of the Joad family from Oklahoma, farmers who had to leave their home and head for California due to economic hardship."
Eponymous engineer.   		4 letters,"WATT.    	James Watt was a Scottish inventor, a man who figured prominently in the Industrial Revolution in Britain largely due to the improvements he made to the fledgling steam engine. The SI unit of power is called the watt, named in his honor."
Steel component.   		4 letters,"IRON.    	Steel is an alloy that is composed mainly of iron, with a small percentage of carbon."
"Michael of ""Juno"".   		4 letters","CERA.    	Michael Cera is a Canadian actor, a very talented young man who is riding high right now. He played great characters on the TV show ""Arrested Development"", and the 2007 comedy-drama ""Juno"". More recently he played the title role in ""Scott Pilgrim vs. the World""."
___ John's (Domino's competitor).   		4 letters,"PAPA.    	Papa John's is the third largest takeout and delivery pizza chain in the US, with Pizza Hut and Domino's taking the top spots."
"___-Detoo of ""Star Wars"".   		5 letters","ARTOO.    	Artoo's proper name is R2-D2, the smaller of the two famous droids from ""Star Wars"". British actor, Kenny Baker,who stands just 3 ft 8 ins tall, has been the man inside the R2-D2 droid for all six of the ""Star Wars"" movies."
"""The ___ Tailors,"" Dorothy L.   		4 letters","NINE.    	Dorothy L Sayers is a mystery writer, best known for her 'Lord Peter Wimsey' series of novels. She is known as one of the four original ""Queens of Crime"", namely: Dorothy L. Sayers, Margery Allingham, Agatha Christie, and Dame Ngaio Marsh."
Tel Aviv's ___ Park.   		4 letters,"MEIR.    	Golda Meir was known as the ""Iron Lady"" when she was Prime Minister of Israel, long before the term came to be associated with British Prime Minister Margaret Thatcher. Golda Meir was born Golda Mabovitch in Kiev (in modern-day Ukraine), and when she was a young girl she moved with her family to the United States and settled in Milwaukee. As a teenager she relocated to Denver, where she met and married Morris Meyerson, at the age of 19. She and her husband joined a kibbutz in Palestine in 1921, when she was in her twenties. She had been active in politics in the US, and continued her political work in Palestine. She was very influential during WWII, and played a leading role in negotiations after the war leading to the setting up of the state of Israel. By the time she was called on to lead the country, she had already retired, citing exhaustion and ill health. But serve she did, and led the country during turbulent times (e.g. the massacre at the Munich Olympics, the Yom Kippur War). She eventually resigned in 1974, saying that was what the people wanted."
"Barely manage, with ""out"".   		3 letters","EKE.    	To ""eke out"" means to ""make something go further or last longer"". So, you can eke out your income by cutting back on expenses."
"Not even once, in Nürnberg.   		3 letters","NIE.    	""Nie"" is the German word for ""never""."
It's not meant to be used on nails.   		4 letters,"PEEN.    	The peen of a hammer is on the head, and is the side of the hammer that is opposite the striking surface. Often the peen is in the shape of a hemisphere (a Ball-peen hammer), but usually it is shaped like a claw (mainly for removing nails)."
Steamy places.   		4 letters,"SPAS.    	The word ""spa"" migrated into English from Belgium, as Spa is the name of a health resort there. The name ""Spa"" comes from the Walloon word ""espa"" meaning ""spring, fountain""."
Ming of the N.B.A.   		3 letters,"YAO.    	Yao Ming is a retired professional basketball player from Shanghai who played for the Houston Rockets. At 7'6"", Yao was the tallest man playing in the NBA."
Sign of a winner.   		3 letters,"VEE.    	One has to be careful making that V-sign depending where you are in the world. Where I came from, the V for victory sign has to be made with the palm facing outwards. If the sign is made with the palm facing inwards, it's a very obscene gesture."
Party with poi.   		4 letters,"LUAU.    	Nowadays the word ""luau"" denotes almost any kind of party on the Hawaiian Islands, but to the purist a luau is a feast that always includes a serving of ""poi"", the bulbous underground stems of taro baked with coconut milk."
Riddle-me-___.   		3 letters,REE.    	There's an old English nursery thyme that goes:
"""Born on the Fourth of July"" setting, familiarly.   		3 letters","NAM.    	""Born on the Fourth of July"" is an autobiography of a paralyzed Vietnam War veteran who became an anti-war figure on return to the US. The author is Ron Kovic, who is played by Tom Cruise in a 1989 screen adaptation directed by Oliver Stone (for which Stone won an Academy Award). The book title is a play on the lyrics of the song ""Yankee Doodle Dandy""."
Yellow-striped ball.   		4 letters,"NINE.    	The derivative games from billiards became known as ""pool"" apparently because it was played in ""poolrooms"" (and not the other way round). A ""poolroom"" was so called because it was where gamblers pooled there money to bet on horse races (to make off-track bets)."
"""Dear me!"".   		4 letters","EGAD.    	'Egad' was developed as a polite way of saying ""oh God"" in the late 1600s, and is an expression of fear or surprise somewhat like ""good grief!""."
Suffix with Cray-.   		3 letters,"OLA.    	In the year 2000 the Crayola company, very cleverly I think, held the 'Crayola Color Census 2000' in which people were polled, asked for their favorite Crayola colors. President George W. Bush chose 'Blue Bell' and Tiger Woods chose 'Wild Strawberry'."
Zilch.   		4 letters,"NADA.    	""Nada"" is the Spanish word for ""nothing"". ""De nada"" translates literally from the Spanish as ""of nothing"", and is used to mean ""you're welcome"" or ""don't mention it"". The French have the same expression ""de rien"", also translating to ""of nothing"" and used the same way."
Leopard runner.   		3 letters,"MAC.    	Apple introduced the Mac OS X Operating System in 2000. Each version of this operating system has a had a code name (intended for internal use, but it gets out), and that code name is always a type of big cat. The versions and code names are:"
Long-necked animal in a petting zoo.   		5 letters,LLAMA.    	Many female mammals lick off their newborn. That's not an option for llamas as their tongues only reach out of their mouths about half an inch. Instead llama dams nuzzle their young and hum to them.
