Painter/poet Jean ___.   		3 letters,"ARP.    	Jean Arp was a French artist renowned for his work with torn and pasted paper, although that wasn't the only medium he used. Arp was the son of a French mother and German father and spoke both languages fluently. When he was speaking German he gave his name as Hans Arp, but when speaking French he called himself Jean Arp. Both ""Hans"" and ""Jean"" translate into English as ""John"". In WWI Arp moved to Switzerland to avoid being called up to fight, taking advantage of Swiss neutrality. Eventually he was told to report to the German Consulate and fill out paperwork for the draft. In order to get out of fighting, Arp messed up the paperwork by writing the date in every blank space on the forms. Then he took off all of his clothes and walked with his papers over to the officials in charge. Arp was sent home ..."
One side in the annual Shrine Game.   		4 letters,EAST.    	The East-West Shrine Game is a college football all-star game played every January. The event is sponsored by the Nobles of the Mystic Shrine ('the Shriners') and proceeds go the Shriners' charitable causes.
Bud in Burgundy.   		3 letters,"AMI.    	A male friend in France is ""un ami"", and a female friend is ""une amie""."
Avenger with a hammer.   		4 letters,THOR.    	The hammer associated with the Norse god Thor is known as Mjölnir. The name 'Mjölnir' translates as 'crusher'.
Lewis-Clark State College locale.   		5 letters,"IDAHO.    	Lewis-Clark State College was founded in 1893 as the Lewiston Normal School in Lewiston, Idaho."
Michigan college.   		4 letters,"ALMA.    	Alma College in Alma, Michigan was founded by Michigan Presbyterians in 1886. The school has a Scottish heritage of which it is very proud. Alma has its own Scottish marching band, a Scottish dance troupe and even its own design of tartan."
"When doubled, a 2010s dance.   		3 letters","NAE.    	The Nae Nae is a hip hop dance that is named for the 2013 song 'Drop that NaeNae' recorded by We Are Toon. The main move in the dance involves swaying with one hand in the air and one hand down, with both feet firmly planted on the dancefloor. Go on, do it. You know you want to ..."
"TV screen option, in brief.   		3 letters","LCD.    	Liquid Crystal Displays (LCDs) are the screens that are found in most laptops today, and in flat panel computer screens and some televisions. LCD monitors basically replaced Cathode Ray Tube (CRT) screens, the old television technology."
Co.   		3 letters,"IBM.    	IBM introduced the ThinkPad in 1992, and the brand is still sold today, although no longer manufactured by IBM. IBM sold off its personal computer division in 2005 to Lenovo. A ThinkPad was used aboard the Space Shuttle Endeavor in 1993 on a mission focused on repairing the Hubble Telescope. The ThinkPad was being tested to see how it performed in space, given the high levels of radiation found in that environment. Now, there are about 100 (!) ThinkPads on board the International Space Station."
"""___ kleine Nachtmusik"".   		4 letters","EINE.    	Mozart's Serenade No. 13 for strings in G major, is better known as ""Eine Kleine Nachtmusik"", which translates into ""a little serenade"", but the more literal English translation of ""a little night music"" is often used. It is a delightful piece in four, very recognizable movements, although there is much debate about a ""lost"" fifth movement."
Fly over sub-Saharan Africa?.   		6 letters,"TSETSE.    	Tsetse flies live on the blood of vertebrate mammals. The name 'tsetse' comes from Tswana, a language of southern Africa, and translates simply as 'fly'. Tsetse flies are famous for being carriers of the disease known as 'sleeping sickness'. Sleeping sickness is caused by a parasite which is passed onto humans when the tsetse fly bites into human skin tissue. If one considers all the diseases transmitted by the insect, then the tsetse fly is responsible for a staggering quarter of a million deaths each year."
"""Days of Our Lives"" town.   		5 letters","SALEM.    	NBC's ""Days of Our Lives"" is the second-longest running soap opera on US television, second only to ""General Hospital"". It has been running since November 1965. The show was renewed in 2010 so it will at least be around in 2013."
"""Very funny"" cable channel.   		3 letters","TBS.    	Turner Broadcasting System (TBS) adopted the slogan 'Very Funny' in 2004. The slogan is meant to contrast TBS with its sister channel TNT, which focuses on drama shows. The TNT slogan is 'Drama, Period'."
Screen abbr..   		3 letters,"LCD.    	Liquid Crystal Displays are the screens that are found in most laptops today, and flat panel computer screens. They basically replaced Cathode Ray Tube screens, the old television technology. "
In-box stock: Abbr..   		3 letters,"MSS.    	If you are an editor say, you might have your in-box stocked with unread manuscripts (MSS)."
